	n	p	p_mc
group90	50.0	0.022467405828647227	0.02228
group91	9.0	0.7777927756120597	0.777985
group92	14.0	0.6017819849342632	0.602205
group93	11.0	0.7076021659432692	0.7076
group94	26.0	0.25599925159772946	0.25839
group95	17.0	0.5006180349426363	0.50179
group96	9.0	0.7777927756120597	0.777985
group97	32.0	0.15040557383806438	0.151535
group98	8.0	0.8117969462700925	0.812245
group99	13.0	0.6367770992954181	0.637285
group100	31.0	0.1650144691224512	0.16628
group101	27.0	0.23527556043971876	0.237375
group102	24.0	0.30138841387382326	0.303285
group103	12.0	0.6721385988744878	0.672445
group104	26.0	0.25599925159772946	0.25839
group105	27.0	0.23527556043971876	0.237375
group106	7.0	0.8443826168740521	0.84442
group107	8.0	0.8117969462700925	0.812245
group108	6.0	0.8750880549677909	0.87498
group109	23.0	0.3260526310564965	0.327605
group110	10.0	0.7429218496308708	0.742905
group111	6.0	0.8750880549677909	0.87498
group112	16.0	0.5335648140455699	0.534455
group113	42.0	0.05502639239179968	0.05553
group114	35.0	0.1128781440319317	0.113925
group115	21.0	0.3792977989193782	0.379795
group116	7.0	0.8443826168740521	0.84442
group117	17.0	0.5006180349426363	0.50179
group118	44.0	0.044295119846229525	0.044485
group119	18.0	0.46864364454830054	0.46992
group120	18.0	0.46864364454830054	0.46992
group121	48.0	0.028298663618121826	0.02826
group122	7.0	0.8443826168740521	0.84442
group123	35.0	0.1128781440319317	0.113925
group124	39.0	0.07547344661588593	0.07689
group125	34.0	0.12438853713111309	0.12545
group126	29.0	0.19769001867504465	0.199415
group127	12.0	0.6721385988744878	0.672445
group128	11.0	0.7076021659432692	0.7076
group129	27.0	0.23527556043971876	0.237375
group130	20.0	0.4078871094777948	0.40859
group131	40.0	0.06801613565811512	0.069375
group132	15.0	0.5673423471376051	0.567975
group133	24.0	0.30138841387382326	0.303285
group134	25.0	0.2780348206846651	0.28033
group135	15.0	0.5673423471376051	0.567975
group136	2.0	0.9717759992072467	0.9717
group137	9.0	0.7777927756120597	0.777985
group138	39.0	0.07547344661588593	0.07689
group139	19.0	0.4377067767942396	0.4388
group140	3.0	0.9524905776673729	0.951885
group141	4.0	0.9295752138973431	0.92911
group142	24.0	0.30138841387382326	0.303285
group143	28.0	0.21585037192217874	0.217685
group144	8.0	0.8117969462700925	0.812245
group145	22.0	0.35201804517410273	0.35302
group146	11.0	0.7076021659432692	0.7076
group147	3.0	0.9524905776673729	0.951885
group148	4.0	0.9295752138973431	0.92911
group149	34.0	0.12438853713111309	0.12545
group150	2.0	0.9717759992072467	0.9717
group151	2.0	0.9717759992072467	0.9717
group152	16.0	0.5335648140455699	0.534455
group153	12.0	0.6721385988744878	0.672445
group154	2.0	0.9717759992072467	0.9717
group155	31.0	0.1650144691224512	0.16628
group156	27.0	0.23527556043971876	0.237375
group157	32.0	0.15040557383806438	0.151535
group158	34.0	0.12438853713111309	0.12545
group159	18.0	0.46864364454830054	0.46992
group160	8.0	0.8117969462700925	0.812245
group161	25.0	0.2780348206846651	0.28033
group162	7.0	0.8443826168740521	0.84442
group163	34.0	0.12438853713111309	0.12545
group164	11.0	0.7076021659432692	0.7076
group165	7.0	0.8443826168740521	0.84442
group166	22.0	0.35201804517410273	0.35302
group167	3.0	0.9524905776673729	0.951885
group168	26.0	0.25599925159772946	0.25839
group169	17.0	0.5006180349426363	0.50179
group170	14.0	0.6017819849342632	0.602205
group171	14.0	0.6017819849342632	0.602205
group172	7.0	0.8443826168740521	0.84442
group173	33.0	0.13687985257205268	0.13778
group174	37.0	0.09255791572214164	0.093805
group175	15.0	0.5673423471376051	0.567975
group176	44.0	0.044295119846229525	0.044485
group177	22.0	0.35201804517410273	0.35302
group178	12.0	0.6721385988744878	0.672445
group179	23.0	0.3260526310564965	0.327605
group180	15.0	0.5673423471376051	0.567975
group181	3.0	0.9524905776673729	0.951885
group182	35.0	0.1128781440319317	0.113925
group183	8.0	0.8117969462700925	0.812245
group184	17.0	0.5006180349426363	0.50179
group185	43.0	0.049400413625175145	0.0496
group186	29.0	0.19769001867504465	0.199415
group187	16.0	0.5335648140455699	0.534455
group188	14.0	0.6017819849342632	0.602205
group189	39.0	0.07547344661588593	0.07689
group190	11.0	0.7076021659432692	0.7076
group191	1.0	0.9866514794766174	0.98695
group192	11.0	0.7076021659432692	0.7076
group193	5.0	0.9036320005865308	0.90362
group194	6.0	0.8750880549677909	0.87498
group195	11.0	0.7076021659432692	0.7076
group196	36.0	0.10228770515807882	0.103235
group197	7.0	0.8443826168740521	0.84442
group198	4.0	0.9295752138973431	0.92911
group199	22.0	0.35201804517410273	0.35302
group200	5.0	0.9036320005865308	0.90362
group201	12.0	0.6721385988744878	0.672445
group202	1.0	0.9866514794766174	0.98695
group203	20.0	0.4078871094777948	0.40859
group204	8.0	0.8117969462700925	0.812245
group205	9.0	0.7777927756120597	0.777985
group206	26.0	0.25599925159772946	0.25839
group207	8.0	0.8117969462700925	0.812245
group208	32.0	0.15040557383806438	0.151535
group209	4.0	0.9295752138973431	0.92911
group210	9.0	0.7777927756120597	0.777985
group211	24.0	0.30138841387382326	0.303285
group212	0.0	0.9964557987482943	0.996615
group213	42.0	0.05502639239179968	0.05553
group214	13.0	0.6367770992954181	0.637285
group215	14.0	0.6017819849342632	0.602205
group216	15.0	0.5673423471376051	0.567975
group217	20.0	0.4078871094777948	0.40859
group218	35.0	0.1128781440319317	0.113925
group219	26.0	0.25599925159772946	0.25839
group220	33.0	0.13687985257205268	0.13778
group221	14.0	0.6017819849342632	0.602205
group222	2.0	0.9717759992072467	0.9717
group223	24.0	0.30138841387382326	0.303285
group224	22.0	0.35201804517410273	0.35302
group225	10.0	0.7429218496308708	0.742905
group226	12.0	0.6721385988744878	0.672445
group227	19.0	0.4377067767942396	0.4388
group228	49.0	0.02522865365164096	0.02494
group229	28.0	0.21585037192217874	0.217685
group230	18.0	0.46864364454830054	0.46992
group231	1.0	0.9866514794766174	0.98695
group232	21.0	0.3792977989193782	0.379795
group233	29.0	0.19769001867504465	0.199415
group234	23.0	0.3260526310564965	0.327605
group235	57.0	0.009696699653547068	0.009825
group236	26.0	0.25599925159772946	0.25839
group237	14.0	0.6017819849342632	0.602205
group238	15.0	0.5673423471376051	0.567975
group239	39.0	0.07547344661588593	0.07689
group240	6.0	0.8750880549677909	0.87498
group241	7.0	0.8443826168740521	0.84442
group242	1.0	0.9866514794766174	0.98695
group243	22.0	0.35201804517410273	0.35302
group244	18.0	0.46864364454830054	0.46992
group245	35.0	0.1128781440319317	0.113925
group246	32.0	0.15040557383806438	0.151535
group247	11.0	0.7076021659432692	0.7076
group248	29.0	0.19769001867504465	0.199415
group249	11.0	0.7076021659432692	0.7076
group250	11.0	0.7076021659432692	0.7076
group251	17.0	0.5006180349426363	0.50179
group252	2.0	0.9717759992072467	0.9717
group253	13.0	0.6367770992954181	0.637285
group254	4.0	0.9295752138973431	0.92911
group255	11.0	0.7076021659432692	0.7076
group256	22.0	0.35201804517410273	0.35302
group257	17.0	0.5006180349426363	0.50179
group258	4.0	0.9295752138973431	0.92911
group259	30.0	0.18075823943707842	0.182175
group260	4.0	0.9295752138973431	0.92911
group261	41.0	0.06121642346371278	0.062355
group262	41.0	0.06121642346371278	0.062355
group263	17.0	0.5006180349426363	0.50179
group264	35.0	0.1128781440319317	0.113925
group265	30.0	0.18075823943707842	0.182175
group266	18.0	0.46864364454830054	0.46992
group267	11.0	0.7076021659432692	0.7076
group268	17.0	0.5006180349426363	0.50179
group269	23.0	0.3260526310564965	0.327605
group270	41.0	0.06121642346371278	0.062355
group271	20.0	0.4078871094777948	0.40859
group272	25.0	0.2780348206846651	0.28033
group273	1.0	0.9866514794766174	0.98695
group274	8.0	0.8117969462700925	0.812245
group275	14.0	0.6017819849342632	0.602205
group276	15.0	0.5673423471376051	0.567975
group277	65.0	0.003505661065813723	0.003475
group278	7.0	0.8443826168740521	0.84442
group279	18.0	0.46864364454830054	0.46992
group280	6.0	0.8750880549677909	0.87498
group281	21.0	0.3792977989193782	0.379795
group282	43.0	0.049400413625175145	0.0496
group283	16.0	0.5335648140455699	0.534455
group284	30.0	0.18075823943707842	0.182175
group285	10.0	0.7429218496308708	0.742905
group286	28.0	0.21585037192217874	0.217685
group287	16.0	0.5335648140455699	0.534455
group288	35.0	0.1128781440319317	0.113925
group289	15.0	0.5673423471376051	0.567975
group290	45.0	0.03966974103952901	0.039845
group291	2.0	0.9717759992072467	0.9717
group292	33.0	0.13687985257205268	0.13778
group293	8.0	0.8117969462700925	0.812245
group294	22.0	0.35201804517410273	0.35302
group295	20.0	0.4078871094777948	0.40859
group296	38.0	0.08363724466130562	0.085145
group297	16.0	0.5335648140455699	0.534455
group298	32.0	0.15040557383806438	0.151535
group299	8.0	0.8117969462700925	0.812245
group300	17.0	0.5006180349426363	0.50179
group301	11.0	0.7076021659432692	0.7076
group302	1.0	0.9866514794766174	0.98695
group303	24.0	0.30138841387382326	0.303285
group304	6.0	0.8750880549677909	0.87498
group305	11.0	0.7076021659432692	0.7076
group306	2.0	0.9717759992072467	0.9717
group307	12.0	0.6721385988744878	0.672445
group308	44.0	0.044295119846229525	0.044485
group309	2.0	0.9717759992072467	0.9717
group310	42.0	0.05502639239179968	0.05553
group311	6.0	0.8750880549677909	0.87498
group312	9.0	0.7777927756120597	0.777985
group313	18.0	0.46864364454830054	0.46992
group314	13.0	0.6367770992954181	0.637285
group315	20.0	0.4078871094777948	0.40859
group316	26.0	0.25599925159772946	0.25839
group317	23.0	0.3260526310564965	0.327605
group318	28.0	0.21585037192217874	0.217685
group319	0.0	0.9964557987482943	0.996615
group320	6.0	0.8750880549677909	0.87498
group321	33.0	0.13687985257205268	0.13778
group322	24.0	0.30138841387382326	0.303285
group323	23.0	0.3260526310564965	0.327605
group324	28.0	0.21585037192217874	0.217685
group325	42.0	0.05502639239179968	0.05553
group326	12.0	0.6721385988744878	0.672445
group327	27.0	0.23527556043971876	0.237375
group328	14.0	0.6017819849342632	0.602205
group329	12.0	0.6721385988744878	0.672445
group330	17.0	0.5006180349426363	0.50179
group331	26.0	0.25599925159772946	0.25839
group332	18.0	0.46864364454830054	0.46992
group333	23.0	0.3260526310564965	0.327605
group334	30.0	0.18075823943707842	0.182175
group335	13.0	0.6367770992954181	0.637285
group336	9.0	0.7777927756120597	0.777985
group337	0.0	0.9964557987482943	0.996615
group338	4.0	0.9295752138973431	0.92911
group339	22.0	0.35201804517410273	0.35302
group340	9.0	0.7777927756120597	0.777985
group341	11.0	0.7076021659432692	0.7076
group342	8.0	0.8117969462700925	0.812245
group343	15.0	0.5673423471376051	0.567975
group344	39.0	0.07547344661588593	0.07689
group345	20.0	0.4078871094777948	0.40859
group346	12.0	0.6721385988744878	0.672445
group347	38.0	0.08363724466130562	0.085145
group348	17.0	0.5006180349426363	0.50179
group349	20.0	0.4078871094777948	0.40859
group350	60.0	0.006666339748487276	0.006625
group351	3.0	0.9524905776673729	0.951885
group352	10.0	0.7429218496308708	0.742905
group353	19.0	0.4377067767942396	0.4388
group354	15.0	0.5673423471376051	0.567975
group355	23.0	0.3260526310564965	0.327605
group356	25.0	0.2780348206846651	0.28033
group357	18.0	0.46864364454830054	0.46992
group358	32.0	0.15040557383806438	0.151535
group359	49.0	0.02522865365164096	0.02494
group360	12.0	0.6721385988744878	0.672445
group361	23.0	0.3260526310564965	0.327605
group362	36.0	0.10228770515807882	0.103235
group363	9.0	0.7777927756120597	0.777985
group364	10.0	0.7429218496308708	0.742905
group365	38.0	0.08363724466130562	0.085145
group366	30.0	0.18075823943707842	0.182175
group367	5.0	0.9036320005865308	0.90362
group368	13.0	0.6367770992954181	0.637285
group369	23.0	0.3260526310564965	0.327605
group370	6.0	0.8750880549677909	0.87498
group371	10.0	0.7429218496308708	0.742905
group372	2.0	0.9717759992072467	0.9717
group373	20.0	0.4078871094777948	0.40859
group374	8.0	0.8117969462700925	0.812245
group375	37.0	0.09255791572214164	0.093805
group376	17.0	0.5006180349426363	0.50179
group377	10.0	0.7429218496308708	0.742905
group378	13.0	0.6367770992954181	0.637285
group379	5.0	0.9036320005865308	0.90362
group380	18.0	0.46864364454830054	0.46992
group381	1.0	0.9866514794766174	0.98695
group382	16.0	0.5335648140455699	0.534455
group383	9.0	0.7777927756120597	0.777985
group384	20.0	0.4078871094777948	0.40859
group385	36.0	0.10228770515807882	0.103235
group386	12.0	0.6721385988744878	0.672445
group387	43.0	0.049400413625175145	0.0496
group388	33.0	0.13687985257205268	0.13778
group389	8.0	0.8117969462700925	0.812245
group390	47.0	0.03170709278870714	0.03201
group391	15.0	0.5673423471376051	0.567975
group392	21.0	0.3792977989193782	0.379795
group393	9.0	0.7777927756120597	0.777985
group394	56.0	0.010966121473371278	0.011125
group395	14.0	0.6017819849342632	0.602205
group396	54.0	0.013984287989241452	0.014155
group397	10.0	0.7429218496308708	0.742905
group398	13.0	0.6367770992954181	0.637285
group399	32.0	0.15040557383806438	0.151535
group400	17.0	0.5006180349426363	0.50179
group401	45.0	0.03966974103952901	0.039845
group402	16.0	0.5335648140455699	0.534455
group403	20.0	0.4078871094777948	0.40859
group404	9.0	0.7777927756120597	0.777985
group405	16.0	0.5335648140455699	0.534455
group406	28.0	0.21585037192217874	0.217685
group407	34.0	0.12438853713111309	0.12545
group408	2.0	0.9717759992072467	0.9717
group409	29.0	0.19769001867504465	0.199415
group410	26.0	0.25599925159772946	0.25839
group411	38.0	0.08363724466130562	0.085145
group412	18.0	0.46864364454830054	0.46992
group413	29.0	0.19769001867504465	0.199415
group414	20.0	0.4078871094777948	0.40859
group415	21.0	0.3792977989193782	0.379795
group416	13.0	0.6367770992954181	0.637285
group417	10.0	0.7429218496308708	0.742905
group418	24.0	0.30138841387382326	0.303285
group419	42.0	0.05502639239179968	0.05553
group420	6.0	0.8750880549677909	0.87498
group421	31.0	0.1650144691224512	0.16628
group422	10.0	0.7429218496308708	0.742905
group423	5.0	0.9036320005865308	0.90362
group424	44.0	0.044295119846229525	0.044485
group425	21.0	0.3792977989193782	0.379795
group426	39.0	0.07547344661588593	0.07689
group427	19.0	0.4377067767942396	0.4388
group428	20.0	0.4078871094777948	0.40859
group429	45.0	0.03966974103952901	0.039845
group430	10.0	0.7429218496308708	0.742905
group431	1.0	0.9866514794766174	0.98695
group432	24.0	0.30138841387382326	0.303285
group433	22.0	0.35201804517410273	0.35302
group434	28.0	0.21585037192217874	0.217685
group435	16.0	0.5335648140455699	0.534455
group436	6.0	0.8750880549677909	0.87498
group437	5.0	0.9036320005865308	0.90362
group438	6.0	0.8750880549677909	0.87498
group439	4.0	0.9295752138973431	0.92911
group440	42.0	0.05502639239179968	0.05553
group441	3.0	0.9524905776673729	0.951885
group442	39.0	0.07547344661588593	0.07689
group443	27.0	0.23527556043971876	0.237375
group444	20.0	0.4078871094777948	0.40859
group445	4.0	0.9295752138973431	0.92911
group446	20.0	0.4078871094777948	0.40859
group447	2.0	0.9717759992072467	0.9717
group448	2.0	0.9717759992072467	0.9717
group449	6.0	0.8750880549677909	0.87498
group450	15.0	0.5673423471376051	0.567975
group451	25.0	0.2780348206846651	0.28033
group452	45.0	0.03966974103952901	0.039845
group453	28.0	0.21585037192217874	0.217685
group454	32.0	0.15040557383806438	0.151535
group455	3.0	0.9524905776673729	0.951885
group456	33.0	0.13687985257205268	0.13778
group457	21.0	0.3792977989193782	0.379795
group458	11.0	0.7076021659432692	0.7076
group459	44.0	0.044295119846229525	0.044485
group460	10.0	0.7429218496308708	0.742905
group461	23.0	0.3260526310564965	0.327605
group462	14.0	0.6017819849342632	0.602205
group463	19.0	0.4377067767942396	0.4388
group464	12.0	0.6721385988744878	0.672445
group465	5.0	0.9036320005865308	0.90362
group466	40.0	0.06801613565811512	0.069375
group467	6.0	0.8750880549677909	0.87498
group468	16.0	0.5335648140455699	0.534455
group469	9.0	0.7777927756120597	0.777985
group470	7.0	0.8443826168740521	0.84442
group471	12.0	0.6721385988744878	0.672445
group472	13.0	0.6367770992954181	0.637285
group473	23.0	0.3260526310564965	0.327605
group474	4.0	0.9295752138973431	0.92911
group475	24.0	0.30138841387382326	0.303285
group476	15.0	0.5673423471376051	0.567975
group477	23.0	0.3260526310564965	0.327605
group478	18.0	0.46864364454830054	0.46992
group479	22.0	0.35201804517410273	0.35302
group480	39.0	0.07547344661588593	0.07689
group481	5.0	0.9036320005865308	0.90362
group482	29.0	0.19769001867504465	0.199415
group483	7.0	0.8443826168740521	0.84442
group484	49.0	0.02522865365164096	0.02494
group485	11.0	0.7076021659432692	0.7076
group486	8.0	0.8117969462700925	0.812245
group487	35.0	0.1128781440319317	0.113925
group488	12.0	0.6721385988744878	0.672445
group489	16.0	0.5335648140455699	0.534455
group490	10.0	0.7429218496308708	0.742905
group491	18.0	0.46864364454830054	0.46992
group492	14.0	0.6017819849342632	0.602205
group493	19.0	0.4377067767942396	0.4388
group494	5.0	0.9036320005865308	0.90362
group495	9.0	0.7777927756120597	0.777985
group496	14.0	0.6017819849342632	0.602205
group497	18.0	0.46864364454830054	0.46992
group498	8.0	0.8117969462700925	0.812245
group499	1.0	0.9866514794766174	0.98695
group500	27.0	0.23527556043971876	0.237375
group501	9.0	0.7777927756120597	0.777985
group502	13.0	0.6367770992954181	0.637285
group503	11.0	0.7076021659432692	0.7076
group504	8.0	0.8117969462700925	0.812245
group505	39.0	0.07547344661588593	0.07689
group506	5.0	0.9036320005865308	0.90362
group507	11.0	0.7076021659432692	0.7076
group508	8.0	0.8117969462700925	0.812245
group509	17.0	0.5006180349426363	0.50179
group510	6.0	0.8750880549677909	0.87498
group511	9.0	0.7777927756120597	0.777985
group512	63.0	0.004545328645948788	0.00453
group513	32.0	0.15040557383806438	0.151535
group514	42.0	0.05502639239179968	0.05553
group515	8.0	0.8117969462700925	0.812245
group516	23.0	0.3260526310564965	0.327605
group517	11.0	0.7076021659432692	0.7076
group518	7.0	0.8443826168740521	0.84442
group519	14.0	0.6017819849342632	0.602205
group520	4.0	0.9295752138973431	0.92911
group521	17.0	0.5006180349426363	0.50179
group522	34.0	0.12438853713111309	0.12545
group523	44.0	0.044295119846229525	0.044485
group524	37.0	0.09255791572214164	0.093805
group525	12.0	0.6721385988744878	0.672445
group526	11.0	0.7076021659432692	0.7076
group527	1.0	0.9866514794766174	0.98695
group528	9.0	0.7777927756120597	0.777985
group529	47.0	0.03170709278870714	0.03201
group530	14.0	0.6017819849342632	0.602205
group531	18.0	0.46864364454830054	0.46992
group532	26.0	0.25599925159772946	0.25839
group533	42.0	0.05502639239179968	0.05553
group534	48.0	0.028298663618121826	0.02826
group535	57.0	0.009696699653547068	0.009825
group536	15.0	0.5673423471376051	0.567975
group537	33.0	0.13687985257205268	0.13778
group538	24.0	0.30138841387382326	0.303285
group539	13.0	0.6367770992954181	0.637285
group540	36.0	0.10228770515807882	0.103235
group541	53.0	0.01576828350473405	0.015845
group542	3.0	0.9524905776673729	0.951885
group543	32.0	0.15040557383806438	0.151535
group544	23.0	0.3260526310564965	0.327605
group545	6.0	0.8750880549677909	0.87498
group546	23.0	0.3260526310564965	0.327605
group547	21.0	0.3792977989193782	0.379795
group548	13.0	0.6367770992954181	0.637285
group549	28.0	0.21585037192217874	0.217685
group550	2.0	0.9717759992072467	0.9717
group551	17.0	0.5006180349426363	0.50179
group552	18.0	0.46864364454830054	0.46992
group553	7.0	0.8443826168740521	0.84442
group554	19.0	0.4377067767942396	0.4388
group555	32.0	0.15040557383806438	0.151535
group556	13.0	0.6367770992954181	0.637285
group557	16.0	0.5335648140455699	0.534455
group558	24.0	0.30138841387382326	0.303285
group559	3.0	0.9524905776673729	0.951885
group560	22.0	0.35201804517410273	0.35302
group561	31.0	0.1650144691224512	0.16628
group562	29.0	0.19769001867504465	0.199415
group563	5.0	0.9036320005865308	0.90362
group564	30.0	0.18075823943707842	0.182175
group565	27.0	0.23527556043971876	0.237375
group566	22.0	0.35201804517410273	0.35302
group567	32.0	0.15040557383806438	0.151535
group568	18.0	0.46864364454830054	0.46992
group569	34.0	0.12438853713111309	0.12545
group570	4.0	0.9295752138973431	0.92911
group571	26.0	0.25599925159772946	0.25839
group572	3.0	0.9524905776673729	0.951885
group573	9.0	0.7777927756120597	0.777985
group574	13.0	0.6367770992954181	0.637285
group575	12.0	0.6721385988744878	0.672445
group576	16.0	0.5335648140455699	0.534455
group577	5.0	0.9036320005865308	0.90362
group578	17.0	0.5006180349426363	0.50179
group579	4.0	0.9295752138973431	0.92911
group580	2.0	0.9717759992072467	0.9717
group581	18.0	0.46864364454830054	0.46992
group582	38.0	0.08363724466130562	0.085145
group583	31.0	0.1650144691224512	0.16628
group584	21.0	0.3792977989193782	0.379795
group585	23.0	0.3260526310564965	0.327605
group586	17.0	0.5006180349426363	0.50179
group587	38.0	0.08363724466130562	0.085145
group588	8.0	0.8117969462700925	0.812245
group589	23.0	0.3260526310564965	0.327605
group590	39.0	0.07547344661588593	0.07689
group591	35.0	0.1128781440319317	0.113925
group592	7.0	0.8443826168740521	0.84442
group593	12.0	0.6721385988744878	0.672445
group594	14.0	0.6017819849342632	0.602205
group595	9.0	0.7777927756120597	0.777985
group596	22.0	0.35201804517410273	0.35302
group597	24.0	0.30138841387382326	0.303285
group598	4.0	0.9295752138973431	0.92911
group599	37.0	0.09255791572214164	0.093805
group600	20.0	0.4078871094777948	0.40859
group601	33.0	0.13687985257205268	0.13778
group602	8.0	0.8117969462700925	0.812245
group603	16.0	0.5335648140455699	0.534455
group604	7.0	0.8443826168740521	0.84442
group605	30.0	0.18075823943707842	0.182175
group606	35.0	0.1128781440319317	0.113925
group607	29.0	0.19769001867504465	0.199415
group608	11.0	0.7076021659432692	0.7076
group609	21.0	0.3792977989193782	0.379795
group610	14.0	0.6017819849342632	0.602205
group611	22.0	0.35201804517410273	0.35302
group612	15.0	0.5673423471376051	0.567975
group613	2.0	0.9717759992072467	0.9717
group614	11.0	0.7076021659432692	0.7076
group615	30.0	0.18075823943707842	0.182175
group616	16.0	0.5335648140455699	0.534455
group617	14.0	0.6017819849342632	0.602205
group618	29.0	0.19769001867504465	0.199415
group619	23.0	0.3260526310564965	0.327605
group620	12.0	0.6721385988744878	0.672445
group621	12.0	0.6721385988744878	0.672445
group622	7.0	0.8443826168740521	0.84442
group623	15.0	0.5673423471376051	0.567975
group624	39.0	0.07547344661588593	0.07689
group625	15.0	0.5673423471376051	0.567975
group626	27.0	0.23527556043971876	0.237375
group627	29.0	0.19769001867504465	0.199415
group628	13.0	0.6367770992954181	0.637285
group629	23.0	0.3260526310564965	0.327605
group630	10.0	0.7429218496308708	0.742905
group631	23.0	0.3260526310564965	0.327605
group632	13.0	0.6367770992954181	0.637285
group633	13.0	0.6367770992954181	0.637285
group634	6.0	0.8750880549677909	0.87498
group635	34.0	0.12438853713111309	0.12545
group636	3.0	0.9524905776673729	0.951885
group637	29.0	0.19769001867504465	0.199415
group638	7.0	0.8443826168740521	0.84442
group639	33.0	0.13687985257205268	0.13778
group640	5.0	0.9036320005865308	0.90362
group641	5.0	0.9036320005865308	0.90362
group642	37.0	0.09255791572214164	0.093805
group643	31.0	0.1650144691224512	0.16628
group644	45.0	0.03966974103952901	0.039845
group645	43.0	0.049400413625175145	0.0496
group646	35.0	0.1128781440319317	0.113925
group647	20.0	0.4078871094777948	0.40859
group648	20.0	0.4078871094777948	0.40859
group649	14.0	0.6017819849342632	0.602205
group650	22.0	0.35201804517410273	0.35302
group651	14.0	0.6017819849342632	0.602205
group652	41.0	0.06121642346371278	0.062355
group653	6.0	0.8750880549677909	0.87498
group654	24.0	0.30138841387382326	0.303285
group655	17.0	0.5006180349426363	0.50179
group656	13.0	0.6367770992954181	0.637285
group657	36.0	0.10228770515807882	0.103235
group658	33.0	0.13687985257205268	0.13778
group659	17.0	0.5006180349426363	0.50179
group660	16.0	0.5335648140455699	0.534455
group661	30.0	0.18075823943707842	0.182175
group662	15.0	0.5673423471376051	0.567975
group663	59.0	0.00756027368607452	0.00757
group664	18.0	0.46864364454830054	0.46992
group665	26.0	0.25599925159772946	0.25839
