#Node	GroupName
ENSG00000132603	group15
ENSG00000166118	group16
ENSG00000156675	group16
ENSG00000103310	group16
ENSG00000226710	group16
ENSG00000134531	group16
ENSG00000104679	group16
ENSG00000130540	group16
ENSG00000071539	group16
ENSG00000226976	group16
ENSG00000165905	group16
ENSG00000076351	group17
ENSG00000110011	group17
ENSG00000106484	group17
ENSG00000144115	group17
ENSG00000049130	group17
ENSG00000079999	group17
ENSG00000182111	group17
ENSG00000196890	group17
ENSG00000110104	group17
ENSG00000106524	group17
ENSG00000229176	group18
ENSG00000198093	group18
ENSG00000198840	group18
ENSG00000137648	group18
ENSG00000166278	group18
ENSG00000157388	group18
ENSG00000118508	group18
ENSG00000183873	group18
ENSG00000123453	group18
ENSG00000176261	group18
ENSG00000134184	group19
ENSG00000127884	group19
ENSG00000101251	group19
ENSG00000163600	group19
ENSG00000181982	group19
ENSG00000143819	group19
ENSG00000058262	group19
ENSG00000173744	group19
ENSG00000117020	group19
ENSG00000100031	group19
ENSG00000137103	group20
ENSG00000170162	group20
ENSG00000055130	group20
ENSG00000182952	group20
ENSG00000155621	group20
ENSG00000221914	group20
ENSG00000229328	group20
ENSG00000090512	group20
ENSG00000154415	group20
ENSG00000119328	group20
ENSG00000176490	group21
ENSG00000170162	group21
ENSG00000163635	group21
ENSG00000089820	group21
ENSG00000185668	group21
ENSG00000126266	group21
ENSG00000231555	group21
ENSG00000159337	group21
ENSG00000227715	group21
ENSG00000198502	group21
ENSG00000112474	group22
ENSG00000203757	group22
ENSG00000159579	group22
ENSG00000197921	group22
ENSG00000118193	group22
ENSG00000170956	group22
ENSG00000156313	group22
ENSG00000196109	group22
ENSG00000102996	group22
ENSG00000151576	group22
ENSG00000033867	group23
ENSG00000110958	group23
ENSG00000135114	group23
ENSG00000160785	group23
ENSG00000186687	group23
ENSG00000143376	group23
ENSG00000103196	group23
ENSG00000141665	group23
ENSG00000235176	group23
ENSG00000184881	group23
ENSG00000168509	group24
ENSG00000154767	group24
ENSG00000086730	group24
ENSG00000171421	group24
ENSG00000164188	group24
ENSG00000011347	group24
ENSG00000099622	group24
ENSG00000010030	group24
ENSG00000106049	group24
ENSG00000161911	group24
ENSG00000135355	group25
ENSG00000251201	group25
ENSG00000168538	group25
ENSG00000168010	group25
ENSG00000077809	group25
ENSG00000139155	group25
ENSG00000240230	group25
ENSG00000198408	group25
ENSG00000135315	group25
ENSG00000125352	group25
ENSG00000155659	group26
ENSG00000184350	group26
ENSG00000119523	group26
ENSG00000143398	group26
ENSG00000118308	group26
ENSG00000182405	group26
ENSG00000234137	group26
ENSG00000258589	group26
ENSG00000138386	group26
ENSG00000165271	group26
ENSG00000183248	group27
ENSG00000211595	group27
ENSG00000048740	group27
ENSG00000152256	group27
ENSG00000185000	group27
ENSG00000085491	group27
ENSG00000158186	group27
ENSG00000113296	group27
ENSG00000125817	group27
ENSG00000179943	group27
ENSG00000069696	group28
ENSG00000101421	group28
ENSG00000196235	group28
ENSG00000255730	group28
ENSG00000108511	group28
ENSG00000094631	group28
ENSG00000153002	group28
ENSG00000247596	group28
ENSG00000198756	group28
ENSG00000101337	group28
ENSG00000167549	group29
ENSG00000243290	group29
ENSG00000155254	group29
ENSG00000173705	group29
ENSG00000182489	group29
ENSG00000163235	group29
ENSG00000074201	group29
ENSG00000099812	group29
ENSG00000137806	group29
ENSG00000140044	group29
ENSG00000160973	group30
ENSG00000105618	group30
ENSG00000196747	group30
ENSG00000137275	group30
ENSG00000178449	group30
ENSG00000096070	group30
ENSG00000181038	group30
ENSG00000160886	group30
ENSG00000141570	group30
ENSG00000185800	group30
ENSG00000151418	group31
ENSG00000148798	group31
ENSG00000131591	group31
ENSG00000167232	group31
ENSG00000101335	group31
ENSG00000100211	group31
ENSG00000128918	group31
ENSG00000170558	group31
ENSG00000181234	group31
ENSG00000181625	group31
ENSG00000140259	group32
ENSG00000186446	group32
ENSG00000138073	group32
ENSG00000175137	group32
ENSG00000143318	group32
ENSG00000165973	group32
ENSG00000108599	group32
ENSG00000139977	group32
ENSG00000186009	group32
ENSG00000236981	group32
ENSG00000133115	group33
ENSG00000128656	group33
ENSG00000143341	group33
ENSG00000204701	group33
ENSG00000144227	group33
ENSG00000182687	group33
ENSG00000004700	group33
ENSG00000112699	group33
ENSG00000185813	group33
ENSG00000105063	group33
ENSG00000198965	group34
ENSG00000115211	group34
ENSG00000206428	group34
ENSG00000204130	group34
ENSG00000013392	group34
ENSG00000171094	group34
ENSG00000213995	group34
ENSG00000186575	group34
ENSG00000138395	group34
ENSG00000116194	group34
ENSG00000172269	group35
ENSG00000240224	group35
ENSG00000125753	group35
ENSG00000185156	group35
ENSG00000167996	group35
ENSG00000113580	group35
ENSG00000186431	group35
ENSG00000173503	group35
ENSG00000140386	group35
ENSG00000213023	group35
ENSG00000230293	group36
ENSG00000110048	group36
ENSG00000108828	group36
ENSG00000181467	group36
ENSG00000144029	group36
ENSG00000143321	group36
ENSG00000169436	group36
ENSG00000148019	group36
ENSG00000166261	group36
ENSG00000136888	group36
ENSG00000181803	group37
ENSG00000151292	group37
ENSG00000150403	group37
ENSG00000168491	group37
ENSG00000184566	group37
ENSG00000108556	group37
ENSG00000122952	group37
ENSG00000186051	group37
ENSG00000186150	group37
ENSG00000124279	group37
ENSG00000182307	group38
ENSG00000113594	group38
ENSG00000144381	group38
ENSG00000175482	group38
ENSG00000101544	group38
ENSG00000172915	group38
ENSG00000175564	group38
ENSG00000101665	group38
ENSG00000123545	group38
ENSG00000169032	group38
ENSG00000196562	group39
ENSG00000041880	group39
ENSG00000156697	group39
ENSG00000104312	group39
ENSG00000137571	group39
ENSG00000128791	group39
ENSG00000242612	group39
ENSG00000137265	group39
ENSG00000111196	group39
ENSG00000109944	group39
ENSG00000118997	group40
ENSG00000058335	group40
ENSG00000162520	group40
ENSG00000139832	group40
ENSG00000014216	group40
ENSG00000115386	group40
ENSG00000011007	group40
ENSG00000160593	group40
ENSG00000144713	group40
ENSG00000140157	group40
ENSG00000144559	group41
ENSG00000144668	group41
ENSG00000165487	group41
ENSG00000118193	group41
ENSG00000160716	group41
ENSG00000180979	group41
ENSG00000197323	group41
ENSG00000165169	group41
ENSG00000198786	group41
ENSG00000196141	group41
ENSG00000108179	group42
ENSG00000125815	group42
ENSG00000172845	group42
ENSG00000109424	group42
ENSG00000078018	group42
ENSG00000172432	group42
ENSG00000186792	group42
ENSG00000162222	group42
ENSG00000157483	group42
ENSG00000132911	group42
ENSG00000170448	group43
ENSG00000149761	group43
ENSG00000174453	group43
ENSG00000154265	group43
ENSG00000156218	group43
ENSG00000081026	group43
ENSG00000111057	group43
ENSG00000155530	group43
ENSG00000172772	group43
ENSG00000205186	group43
ENSG00000152990	group44
ENSG00000156261	group44
ENSG00000183605	group44
ENSG00000101843	group44
ENSG00000169519	group44
ENSG00000197024	group44
ENSG00000137674	group44
ENSG00000183255	group44
ENSG00000234794	group44
ENSG00000096433	group44
ENSG00000133794	group45
ENSG00000105492	group45
ENSG00000174640	group45
ENSG00000162344	group45
ENSG00000143294	group45
ENSG00000141040	group45
ENSG00000082781	group45
ENSG00000152818	group45
ENSG00000113643	group45
ENSG00000185742	group45
ENSG00000121152	group46
ENSG00000126883	group46
ENSG00000134551	group46
ENSG00000171462	group46
ENSG00000102172	group46
ENSG00000213337	group46
ENSG00000136697	group46
ENSG00000144451	group46
ENSG00000196187	group46
ENSG00000069712	group46
ENSG00000174196	group47
ENSG00000186951	group47
ENSG00000213380	group47
ENSG00000087245	group47
ENSG00000170085	group47
ENSG00000186063	group47
ENSG00000198003	group47
ENSG00000180353	group47
ENSG00000149658	group47
ENSG00000188554	group47
ENSG00000228532	group48
ENSG00000155876	group48
ENSG00000134874	group48
ENSG00000168530	group48
ENSG00000135744	group48
ENSG00000176230	group48
ENSG00000162971	group48
ENSG00000111846	group48
ENSG00000144959	group48
ENSG00000166747	group48
ENSG00000143368	group49
ENSG00000159086	group49
ENSG00000124356	group49
ENSG00000228300	group49
ENSG00000111676	group49
ENSG00000198738	group49
ENSG00000071655	group49
ENSG00000116711	group49
ENSG00000142798	group49
ENSG00000138675	group49
ENSG00000110429	group50
ENSG00000123901	group50
ENSG00000033800	group50
ENSG00000206280	group50
ENSG00000165816	group50
ENSG00000178685	group50
ENSG00000179603	group50
ENSG00000177938	group50
ENSG00000146267	group50
ENSG00000172482	group50
ENSG00000134684	group51
ENSG00000173585	group51
ENSG00000221867	group51
ENSG00000122042	group51
ENSG00000160214	group51
ENSG00000126088	group51
ENSG00000105364	group51
ENSG00000140688	group51
ENSG00000129152	group51
ENSG00000166986	group51
ENSG00000136436	group52
ENSG00000175215	group52
ENSG00000112651	group52
ENSG00000112280	group52
ENSG00000159184	group52
ENSG00000167004	group52
ENSG00000256235	group52
ENSG00000174442	group52
ENSG00000197826	group52
ENSG00000066230	group52
ENSG00000250232	group53
ENSG00000171206	group53
ENSG00000140519	group53
ENSG00000124562	group53
ENSG00000134285	group53
ENSG00000177239	group53
ENSG00000054803	group53
ENSG00000176422	group53
ENSG00000110442	group53
ENSG00000136856	group53
ENSG00000119655	group54
ENSG00000135365	group54
ENSG00000170727	group54
ENSG00000196268	group54
ENSG00000136279	group54
ENSG00000132693	group54
ENSG00000164172	group54
ENSG00000163297	group54
ENSG00000204006	group54
ENSG00000102290	group54
ENSG00000163013	group55
ENSG00000150093	group55
ENSG00000147133	group55
ENSG00000107890	group55
ENSG00000170477	group55
ENSG00000143303	group55
ENSG00000141540	group55
ENSG00000155252	group55
ENSG00000142611	group55
ENSG00000170325	group55
ENSG00000169871	group56
ENSG00000035681	group56
ENSG00000166986	group56
ENSG00000213463	group56
ENSG00000169410	group56
ENSG00000142511	group56
ENSG00000172489	group56
ENSG00000151418	group56
ENSG00000138663	group56
ENSG00000188735	group56
ENSG00000204645	group57
ENSG00000215612	group57
ENSG00000244575	group57
ENSG00000005001	group57
ENSG00000179152	group57
ENSG00000172915	group57
ENSG00000107831	group57
ENSG00000135093	group57
ENSG00000205643	group57
ENSG00000181609	group57
ENSG00000196335	group58
ENSG00000186517	group58
ENSG00000166206	group58
ENSG00000143543	group58
ENSG00000154473	group58
ENSG00000172932	group58
ENSG00000132819	group58
ENSG00000101365	group58
ENSG00000169783	group58
ENSG00000227826	group58
ENSG00000040633	group59
ENSG00000156831	group59
ENSG00000128606	group59
ENSG00000041357	group59
ENSG00000224168	group59
ENSG00000196535	group59
ENSG00000064692	group59
ENSG00000180900	group59
ENSG00000139330	group59
ENSG00000171936	group59
ENSG00000111254	group60
ENSG00000127463	group60
ENSG00000256374	group60
ENSG00000188069	group60
ENSG00000108561	group60
ENSG00000213934	group60
ENSG00000168269	group60
ENSG00000198555	group60
ENSG00000140488	group60
ENSG00000173436	group60
ENSG00000105401	group61
ENSG00000105197	group61
ENSG00000253767	group61
ENSG00000144048	group61
ENSG00000111981	group61
ENSG00000165609	group61
ENSG00000152977	group61
ENSG00000015568	group61
ENSG00000204276	group61
ENSG00000147224	group61
ENSG00000138759	group62
ENSG00000196262	group62
ENSG00000198707	group62
ENSG00000154451	group62
ENSG00000231834	group62
ENSG00000185947	group62
ENSG00000171501	group62
ENSG00000206320	group62
ENSG00000169260	group62
ENSG00000113312	group62
ENSG00000234876	group63
ENSG00000111269	group63
ENSG00000109680	group63
ENSG00000142459	group63
ENSG00000125848	group63
ENSG00000100373	group63
ENSG00000175711	group63
ENSG00000136193	group63
ENSG00000138029	group63
ENSG00000229077	group63
ENSG00000177728	group64
ENSG00000188785	group64
ENSG00000147130	group64
ENSG00000142937	group64
ENSG00000226467	group64
ENSG00000137394	group64
ENSG00000142405	group64
ENSG00000158887	group64
ENSG00000077238	group64
ENSG00000198182	group64
ENSG00000187288	group65
ENSG00000206324	group65
ENSG00000167088	group65
ENSG00000154978	group65
ENSG00000127220	group65
ENSG00000164169	group65
ENSG00000153207	group65
ENSG00000205364	group65
ENSG00000119929	group65
ENSG00000100911	group65
ENSG00000164898	group66
ENSG00000168619	group66
ENSG00000112414	group66
ENSG00000155561	group66
ENSG00000241910	group66
ENSG00000177932	group66
ENSG00000066136	group66
ENSG00000104903	group66
ENSG00000147570	group66
ENSG00000103152	group66
ENSG00000181626	group67
ENSG00000145103	group67
ENSG00000241837	group67
ENSG00000176774	group67
ENSG00000157766	group67
ENSG00000099977	group67
ENSG00000197786	group67
ENSG00000107281	group67
ENSG00000158220	group67
ENSG00000183486	group67
ENSG00000177489	group68
ENSG00000164251	group68
ENSG00000099804	group68
ENSG00000185294	group68
ENSG00000104044	group68
ENSG00000140694	group68
ENSG00000182854	group68
ENSG00000181449	group68
ENSG00000113790	group68
ENSG00000173681	group68
ENSG00000122180	group69
ENSG00000163154	group69
ENSG00000184724	group69
ENSG00000124181	group69
ENSG00000100767	group69
ENSG00000119661	group69
ENSG00000183283	group69
ENSG00000101346	group69
ENSG00000187024	group69
ENSG00000099869	group69
ENSG00000101391	group70
ENSG00000178567	group70
ENSG00000116903	group70
ENSG00000174007	group70
ENSG00000136261	group70
ENSG00000167900	group70
ENSG00000183726	group70
ENSG00000170920	group70
ENSG00000180053	group70
ENSG00000131721	group70
ENSG00000133216	group71
ENSG00000173991	group71
ENSG00000197102	group71
ENSG00000178597	group71
ENSG00000004975	group71
ENSG00000102786	group71
ENSG00000122550	group71
ENSG00000149182	group71
ENSG00000204673	group71
ENSG00000164626	group71
ENSG00000139144	group72
ENSG00000129946	group72
ENSG00000186393	group72
ENSG00000175352	group72
ENSG00000123989	group72
ENSG00000115339	group72
ENSG00000008197	group72
ENSG00000092345	group72
ENSG00000097033	group72
ENSG00000171798	group72
ENSG00000164082	group73
ENSG00000198265	group73
ENSG00000113889	group73
ENSG00000102466	group73
ENSG00000014138	group73
ENSG00000129244	group73
ENSG00000214517	group73
ENSG00000127995	group73
ENSG00000115665	group73
ENSG00000055957	group73
ENSG00000122862	group74
ENSG00000112137	group74
ENSG00000175514	group74
ENSG00000160867	group74
ENSG00000184674	group74
ENSG00000104960	group74
ENSG00000002933	group74
ENSG00000196290	group74
ENSG00000186767	group74
ENSG00000175311	group74
ENSG00000110844	group75
ENSG00000211968	group75
ENSG00000078124	group75
ENSG00000225103	group75
ENSG00000241343	group75
ENSG00000109790	group75
ENSG00000163900	group75
ENSG00000197165	group75
ENSG00000132286	group75
ENSG00000170145	group75
ENSG00000037749	group76
ENSG00000125875	group76
ENSG00000099337	group76
ENSG00000114126	group76
ENSG00000126804	group76
ENSG00000105428	group76
ENSG00000143416	group76
ENSG00000231319	group76
ENSG00000205922	group76
ENSG00000181924	group76
ENSG00000092445	group77
ENSG00000127564	group77
ENSG00000185347	group77
ENSG00000223858	group77
ENSG00000228263	group77
ENSG00000196636	group77
ENSG00000155918	group77
ENSG00000114626	group77
ENSG00000125522	group77
ENSG00000239836	group77
ENSG00000154721	group78
ENSG00000135597	group78
ENSG00000145247	group78
ENSG00000108061	group78
ENSG00000153391	group78
ENSG00000150756	group78
ENSG00000111181	group78
ENSG00000107798	group78
ENSG00000258589	group78
ENSG00000162851	group78
ENSG00000076321	group79
ENSG00000078237	group79
ENSG00000149575	group79
ENSG00000153936	group79
ENSG00000157036	group79
ENSG00000179468	group79
ENSG00000109625	group79
ENSG00000232280	group79
ENSG00000178996	group79
ENSG00000244242	group79
ENSG00000122882	group80
ENSG00000025770	group80
ENSG00000128595	group80
ENSG00000114013	group80
ENSG00000139547	group80
ENSG00000158636	group80
ENSG00000077254	group80
ENSG00000134871	group80
ENSG00000188229	group80
ENSG00000240247	group80
ENSG00000127533	group81
ENSG00000127580	group81
ENSG00000178295	group81
ENSG00000111729	group81
ENSG00000124449	group81
ENSG00000215425	group81
ENSG00000145244	group81
ENSG00000102401	group81
ENSG00000031698	group81
ENSG00000127804	group81
ENSG00000255974	group82
ENSG00000121653	group82
ENSG00000230279	group82
ENSG00000083842	group82
ENSG00000103310	group82
ENSG00000133069	group82
ENSG00000124721	group82
ENSG00000181039	group82
ENSG00000182676	group82
ENSG00000198010	group82
ENSG00000083457	group83
ENSG00000186889	group83
ENSG00000172260	group83
ENSG00000196277	group83
ENSG00000150687	group83
ENSG00000151366	group83
ENSG00000185974	group83
ENSG00000167536	group83
ENSG00000167755	group83
ENSG00000187024	group83
ENSG00000186081	group84
ENSG00000100151	group84
ENSG00000132740	group84
ENSG00000101307	group84
ENSG00000056291	group84
ENSG00000046604	group84
ENSG00000186889	group84
ENSG00000196268	group84
ENSG00000064763	group84
ENSG00000188227	group84
ENSG00000114023	group85
ENSG00000211645	group85
ENSG00000182180	group85
ENSG00000123892	group85
ENSG00000154143	group85
ENSG00000001167	group85
ENSG00000140009	group85
ENSG00000135624	group85
ENSG00000232945	group85
ENSG00000139629	group85
ENSG00000162517	group86
ENSG00000120057	group86
ENSG00000091664	group86
ENSG00000130758	group86
ENSG00000099308	group86
ENSG00000145936	group86
ENSG00000119638	group86
ENSG00000152670	group86
ENSG00000070731	group86
ENSG00000168228	group86
ENSG00000148484	group87
ENSG00000153094	group87
ENSG00000102890	group87
ENSG00000213417	group87
ENSG00000148339	group87
ENSG00000179407	group87
ENSG00000095002	group87
ENSG00000135045	group87
ENSG00000083817	group87
ENSG00000069849	group87
ENSG00000121068	group88
ENSG00000124788	group88
ENSG00000254087	group88
ENSG00000147160	group88
ENSG00000099337	group88
ENSG00000071794	group88
ENSG00000151500	group88
ENSG00000197430	group88
ENSG00000090554	group88
ENSG00000101425	group88
ENSG00000089199	group89
ENSG00000205649	group89
ENSG00000140830	group89
ENSG00000112053	group89
ENSG00000203832	group89
ENSG00000136933	group89
ENSG00000239975	group89
ENSG00000134107	group89
ENSG00000117519	group89
ENSG00000068489	group89
ENSG00000008018	group90
ENSG00000173714	group90
ENSG00000169116	group90
ENSG00000115183	group90
ENSG00000198910	group90
ENSG00000113648	group90
ENSG00000125816	group90
ENSG00000184988	group90
ENSG00000196961	group90
ENSG00000205683	group90
ENSG00000165322	group91
ENSG00000167619	group91
ENSG00000106028	group91
ENSG00000163539	group91
ENSG00000213023	group91
ENSG00000203965	group91
ENSG00000134049	group91
ENSG00000130427	group91
ENSG00000124608	group91
ENSG00000159961	group91
ENSG00000206181	group92
ENSG00000204580	group92
ENSG00000166439	group92
ENSG00000134757	group92
ENSG00000148803	group92
ENSG00000169105	group92
ENSG00000188910	group92
ENSG00000168944	group92
ENSG00000165688	group92
ENSG00000173338	group92
ENSG00000026652	group93
ENSG00000131374	group93
ENSG00000134748	group93
ENSG00000117335	group93
ENSG00000185068	group93
ENSG00000174521	group93
ENSG00000204444	group93
ENSG00000071282	group93
ENSG00000155158	group93
ENSG00000243290	group93
ENSG00000166006	group94
ENSG00000214415	group94
ENSG00000070761	group94
ENSG00000150712	group94
ENSG00000156687	group94
ENSG00000147459	group94
ENSG00000172171	group94
ENSG00000185385	group94
ENSG00000196655	group94
ENSG00000109606	group94
ENSG00000176937	group95
ENSG00000169085	group95
ENSG00000243612	group95
ENSG00000206291	group95
ENSG00000196968	group95
ENSG00000166923	group95
ENSG00000166603	group95
ENSG00000175931	group95
ENSG00000137364	group95
ENSG00000106366	group95
ENSG00000105662	group96
ENSG00000206493	group96
ENSG00000130489	group96
ENSG00000005381	group96
ENSG00000159399	group96
ENSG00000105321	group96
ENSG00000128266	group96
ENSG00000221840	group96
ENSG00000197428	group96
ENSG00000176274	group96
ENSG00000140682	group97
ENSG00000141946	group97
ENSG00000073150	group97
ENSG00000122223	group97
ENSG00000116685	group97
ENSG00000188820	group97
ENSG00000114270	group97
ENSG00000217555	group97
ENSG00000107960	group97
ENSG00000066230	group97
ENSG00000119574	group98
ENSG00000172336	group98
ENSG00000166326	group98
ENSG00000185627	group98
ENSG00000189043	group98
ENSG00000146477	group98
ENSG00000173821	group98
ENSG00000163564	group98
ENSG00000160352	group98
ENSG00000065978	group98
ENSG00000154162	group99
ENSG00000256515	group99
ENSG00000140382	group99
ENSG00000108953	group99
ENSG00000100401	group99
ENSG00000137764	group99
ENSG00000137807	group99
ENSG00000204149	group99
ENSG00000157368	group99
ENSG00000255398	group99
ENSG00000163563	group100
ENSG00000102390	group100
ENSG00000103184	group100
ENSG00000082146	group100
ENSG00000257949	group100
ENSG00000132356	group100
ENSG00000104976	group100
ENSG00000136770	group100
ENSG00000101280	group100
ENSG00000107819	group100
ENSG00000145029	group101
ENSG00000174579	group101
ENSG00000214160	group101
ENSG00000151532	group101
ENSG00000113643	group101
ENSG00000148459	group101
ENSG00000100997	group101
ENSG00000241233	group101
ENSG00000115286	group101
ENSG00000170786	group101
ENSG00000103342	group102
ENSG00000137807	group102
ENSG00000169862	group102
ENSG00000237100	group102
ENSG00000235176	group102
ENSG00000130726	group102
ENSG00000102030	group102
ENSG00000164466	group102
ENSG00000168395	group102
ENSG00000213694	group102
ENSG00000133401	group103
ENSG00000152332	group103
ENSG00000185272	group103
ENSG00000196098	group103
ENSG00000160360	group103
ENSG00000146223	group103
ENSG00000006607	group103
ENSG00000206299	group103
ENSG00000154589	group103
ENSG00000167531	group103
ENSG00000162999	group104
ENSG00000188690	group104
ENSG00000139291	group104
ENSG00000234195	group104
ENSG00000089289	group104
ENSG00000162814	group104
ENSG00000183346	group104
ENSG00000159885	group104
ENSG00000117461	group104
ENSG00000100505	group104
ENSG00000256797	group105
ENSG00000152778	group105
ENSG00000112031	group105
ENSG00000221882	group105
ENSG00000163900	group105
ENSG00000084092	group105
ENSG00000005448	group105
ENSG00000141837	group105
ENSG00000196812	group105
ENSG00000110442	group105
ENSG00000104848	group106
ENSG00000132840	group106
ENSG00000163702	group106
ENSG00000153574	group106
ENSG00000179335	group106
ENSG00000198689	group106
ENSG00000168434	group106
ENSG00000206292	group106
ENSG00000211936	group106
ENSG00000237541	group106
ENSG00000142539	group107
ENSG00000145911	group107
ENSG00000069509	group107
ENSG00000145321	group107
ENSG00000181773	group107
ENSG00000229408	group107
ENSG00000182798	group107
ENSG00000014914	group107
ENSG00000163507	group107
ENSG00000224455	group107
ENSG00000131236	group108
ENSG00000185945	group108
ENSG00000128626	group108
ENSG00000145861	group108
ENSG00000154310	group108
ENSG00000091640	group108
ENSG00000119878	group108
ENSG00000241973	group108
ENSG00000127990	group108
ENSG00000221829	group108
ENSG00000197429	group109
ENSG00000100311	group109
ENSG00000160882	group109
ENSG00000157388	group109
ENSG00000121797	group109
ENSG00000179218	group109
ENSG00000111913	group109
ENSG00000166573	group109
ENSG00000001561	group109
ENSG00000163071	group109
ENSG00000229295	group110
ENSG00000122417	group110
ENSG00000139684	group110
ENSG00000257529	group110
ENSG00000144426	group110
ENSG00000096088	group110
ENSG00000183722	group110
ENSG00000128408	group110
ENSG00000168958	group110
ENSG00000071894	group110
ENSG00000174100	group111
ENSG00000213654	group111
ENSG00000165914	group111
ENSG00000164932	group111
ENSG00000113552	group111
ENSG00000126067	group111
ENSG00000109062	group111
ENSG00000121350	group111
ENSG00000010803	group111
ENSG00000182612	group111
ENSG00000136573	group112
ENSG00000072832	group112
ENSG00000184786	group112
ENSG00000069248	group112
ENSG00000158092	group112
ENSG00000119950	group112
ENSG00000108759	group112
ENSG00000213722	group112
ENSG00000180096	group112
ENSG00000154330	group112
ENSG00000163635	group113
ENSG00000112299	group113
ENSG00000196171	group113
ENSG00000173198	group113
ENSG00000102977	group113
ENSG00000149600	group113
ENSG00000198478	group113
ENSG00000011198	group113
ENSG00000091106	group113
ENSG00000072571	group113
ENSG00000057663	group114
ENSG00000163736	group114
ENSG00000012061	group114
ENSG00000168878	group114
ENSG00000173599	group114
ENSG00000228652	group114
ENSG00000259024	group114
ENSG00000103274	group114
ENSG00000176953	group114
ENSG00000228867	group114
ENSG00000205869	group115
ENSG00000197756	group115
ENSG00000183640	group115
ENSG00000174579	group115
ENSG00000213859	group115
ENSG00000206285	group115
ENSG00000166025	group115
ENSG00000211598	group115
ENSG00000006576	group115
ENSG00000070814	group115
ENSG00000168297	group116
ENSG00000105552	group116
ENSG00000188629	group116
ENSG00000167508	group116
ENSG00000234876	group116
ENSG00000103316	group116
ENSG00000145198	group116
ENSG00000021488	group116
ENSG00000076604	group116
ENSG00000122952	group116
ENSG00000086061	group117
ENSG00000157110	group117
ENSG00000105472	group117
ENSG00000165816	group117
ENSG00000186889	group117
