	n	p	p_mc
group101	3.0	0.5681709560513405	0.57014
group102	22.0	0.04441674052522039	0.045645
group103	0.0	0.9038511363741977	0.90392
group104	1.0	0.751171567378722	0.75206
group105	6.0	0.3897169975467483	0.39233
group106	15.0	0.12207191349129885	0.124195
group107	0.0	0.9038511363741977	0.90392
group108	18.0	0.08014942335194428	0.08162
group109	5.0	0.44181279388884603	0.44437
group110	5.0	0.44181279388884603	0.44437
group111	15.0	0.12207191349129885	0.124195
group112	21.0	0.05126896488243486	0.052295
group113	3.0	0.5681709560513405	0.57014
group114	31.0	0.01053779541518146	0.010635
group115	1.0	0.751171567378722	0.75206
group116	7.0	0.34346428638341503	0.345745
group117	12.0	0.18067295524366164	0.182515
group118	5.0	0.44181279388884603	0.44437
group119	2.0	0.6501041636840962	0.65167
group120	7.0	0.34346428638341503	0.345745
group121	0.0	0.9038511363741977	0.90392
group122	17.0	0.09227843905736809	0.094125
group123	16.0	0.10616111858867947	0.108295
group124	3.0	0.5681709560513405	0.57014
group125	1.0	0.751171567378722	0.75206
group126	7.0	0.34346428638341503	0.345745
group127	5.0	0.44181279388884603	0.44437
group128	3.0	0.5681709560513405	0.57014
group129	9.0	0.2640831610920024	0.2661
group130	9.0	0.2640831610920024	0.2661
group131	0.0	0.9038511363741977	0.90392
group132	12.0	0.18067295524366164	0.182515
group133	5.0	0.44181279388884603	0.44437
group134	1.0	0.751171567378722	0.75206
group135	5.0	0.44181279388884603	0.44437
group136	9.0	0.2640831610920024	0.2661
group137	22.0	0.04441674052522039	0.045645
group138	10.0	0.232679367046628	0.234755
group139	12.0	0.18067295524366164	0.182515
group140	0.0	0.9038511363741977	0.90392
group141	8.0	0.30111286437664714	0.303225
group142	2.0	0.6501041636840962	0.65167
group143	7.0	0.34346428638341503	0.345745
group144	4.0	0.5003020399794059	0.50255
group145	8.0	0.30111286437664714	0.303225
group146	7.0	0.34346428638341503	0.345745
group147	0.0	0.9038511363741977	0.90392
group148	4.0	0.5003020399794059	0.50255
group149	1.0	0.751171567378722	0.75206
group150	1.0	0.751171567378722	0.75206
group151	9.0	0.2640831610920024	0.2661
group152	0.0	0.9038511363741977	0.90392
group153	8.0	0.30111286437664714	0.303225
group154	19.0	0.06909532192774494	0.070315
group155	0.0	0.9038511363741977	0.90392
group156	0.0	0.9038511363741977	0.90392
group157	0.0	0.9038511363741977	0.90392
group158	0.0	0.9038511363741977	0.90392
group159	1.0	0.751171567378722	0.75206
group160	8.0	0.30111286437664714	0.303225
group161	4.0	0.5003020399794059	0.50255
group162	13.0	0.15862206300507117	0.160155
group163	1.0	0.751171567378722	0.75206
group164	15.0	0.12207191349129885	0.124195
group165	17.0	0.09227843905736809	0.094125
group166	0.0	0.9038511363741977	0.90392
group167	0.0	0.9038511363741977	0.90392
group168	19.0	0.06909532192774494	0.070315
group169	0.0	0.9038511363741977	0.90392
group170	10.0	0.232679367046628	0.234755
group171	2.0	0.6501041636840962	0.65167
group172	1.0	0.751171567378722	0.75206
group173	13.0	0.15862206300507117	0.160155
group174	13.0	0.15862206300507117	0.160155
group175	18.0	0.08014942335194428	0.08162
group176	4.0	0.5003020399794059	0.50255
group177	25.0	0.0275881479445722	0.027985
group178	3.0	0.5681709560513405	0.57014
group179	9.0	0.2640831610920024	0.2661
group180	9.0	0.2640831610920024	0.2661
group181	1.0	0.751171567378722	0.75206
group182	15.0	0.12207191349129885	0.124195
group183	15.0	0.12207191349129885	0.124195
group184	7.0	0.34346428638341503	0.345745
group185	11.0	0.2052424404249041	0.20729
group186	16.0	0.10616111858867947	0.108295
group187	0.0	0.9038511363741977	0.90392
group188	7.0	0.34346428638341503	0.345745
group189	4.0	0.5003020399794059	0.50255
group190	0.0	0.9038511363741977	0.90392
group191	2.0	0.6501041636840962	0.65167
group192	10.0	0.232679367046628	0.234755
group193	1.0	0.751171567378722	0.75206
group194	5.0	0.44181279388884603	0.44437
group195	1.0	0.751171567378722	0.75206
group196	8.0	0.30111286437664714	0.303225
group197	21.0	0.05126896488243486	0.052295
group198	0.0	0.9038511363741977	0.90392
group199	4.0	0.5003020399794059	0.50255
group200	3.0	0.5681709560513405	0.57014
group201	9.0	0.2640831610920024	0.2661
group202	15.0	0.12207191349129885	0.124195
group203	17.0	0.09227843905736809	0.094125
group204	1.0	0.751171567378722	0.75206
group205	1.0	0.751171567378722	0.75206
group206	7.0	0.34346428638341503	0.345745
group207	7.0	0.34346428638341503	0.345745
group208	5.0	0.44181279388884603	0.44437
group209	7.0	0.34346428638341503	0.345745
group210	2.0	0.6501041636840962	0.65167
group211	3.0	0.5681709560513405	0.57014
group212	25.0	0.0275881479445722	0.027985
group213	4.0	0.5003020399794059	0.50255
group214	10.0	0.232679367046628	0.234755
group215	0.0	0.9038511363741977	0.90392
group216	2.0	0.6501041636840962	0.65167
group217	15.0	0.12207191349129885	0.124195
group218	11.0	0.2052424404249041	0.20729
group219	28.0	0.017064703650956563	0.0174
group220	6.0	0.3897169975467483	0.39233
group221	0.0	0.9038511363741977	0.90392
group222	0.0	0.9038511363741977	0.90392
group223	3.0	0.5681709560513405	0.57014
group224	17.0	0.09227843905736809	0.094125
group225	5.0	0.44181279388884603	0.44437
group226	6.0	0.3897169975467483	0.39233
group227	1.0	0.751171567378722	0.75206
group228	6.0	0.3897169975467483	0.39233
group229	0.0	0.9038511363741977	0.90392
group230	1.0	0.751171567378722	0.75206
group231	7.0	0.34346428638341503	0.345745
group232	0.0	0.9038511363741977	0.90392
group233	0.0	0.9038511363741977	0.90392
group234	3.0	0.5681709560513405	0.57014
group235	5.0	0.44181279388884603	0.44437
group236	4.0	0.5003020399794059	0.50255
group237	5.0	0.44181279388884603	0.44437
group238	5.0	0.44181279388884603	0.44437
group239	7.0	0.34346428638341503	0.345745
group240	1.0	0.751171567378722	0.75206
group241	12.0	0.18067295524366164	0.182515
group242	10.0	0.232679367046628	0.234755
group243	0.0	0.9038511363741977	0.90392
group244	4.0	0.5003020399794059	0.50255
group245	2.0	0.6501041636840962	0.65167
group246	28.0	0.017064703650956563	0.0174
group247	5.0	0.44181279388884603	0.44437
group248	3.0	0.5681709560513405	0.57014
group249	3.0	0.5681709560513405	0.57014
group250	17.0	0.09227843905736809	0.094125
group251	1.0	0.751171567378722	0.75206
group252	10.0	0.232679367046628	0.234755
group253	0.0	0.9038511363741977	0.90392
group254	1.0	0.751171567378722	0.75206
group255	14.0	0.13933497481085996	0.14119
group256	3.0	0.5681709560513405	0.57014
group257	8.0	0.30111286437664714	0.303225
group258	1.0	0.751171567378722	0.75206
group259	1.0	0.751171567378722	0.75206
group260	1.0	0.751171567378722	0.75206
group261	6.0	0.3897169975467483	0.39233
group262	9.0	0.2640831610920024	0.2661
group263	4.0	0.5003020399794059	0.50255
group264	0.0	0.9038511363741977	0.90392
group265	22.0	0.04441674052522039	0.045645
group266	3.0	0.5681709560513405	0.57014
group267	1.0	0.751171567378722	0.75206
group268	9.0	0.2640831610920024	0.2661
group269	0.0	0.9038511363741977	0.90392
group270	20.0	0.05936105101632493	0.06033
group271	0.0	0.9038511363741977	0.90392
group272	2.0	0.6501041636840962	0.65167
group273	16.0	0.10616111858867947	0.108295
group274	3.0	0.5681709560513405	0.57014
group275	1.0	0.751171567378722	0.75206
group276	2.0	0.6501041636840962	0.65167
group277	0.0	0.9038511363741977	0.90392
group278	2.0	0.6501041636840962	0.65167
group279	0.0	0.9038511363741977	0.90392
group280	10.0	0.232679367046628	0.234755
group281	1.0	0.751171567378722	0.75206
group282	9.0	0.2640831610920024	0.2661
group283	17.0	0.09227843905736809	0.094125
group284	0.0	0.9038511363741977	0.90392
group285	16.0	0.10616111858867947	0.108295
group286	2.0	0.6501041636840962	0.65167
group287	0.0	0.9038511363741977	0.90392
group288	12.0	0.18067295524366164	0.182515
group289	16.0	0.10616111858867947	0.108295
group290	10.0	0.232679367046628	0.234755
group291	4.0	0.5003020399794059	0.50255
group292	0.0	0.9038511363741977	0.90392
group293	0.0	0.9038511363741977	0.90392
group294	2.0	0.6501041636840962	0.65167
group295	15.0	0.12207191349129885	0.124195
group296	4.0	0.5003020399794059	0.50255
group297	6.0	0.3897169975467483	0.39233
group298	18.0	0.08014942335194428	0.08162
group299	11.0	0.2052424404249041	0.20729
group300	8.0	0.30111286437664714	0.303225
group301	2.0	0.6501041636840962	0.65167
group302	12.0	0.18067295524366164	0.182515
group303	4.0	0.5003020399794059	0.50255
group304	17.0	0.09227843905736809	0.094125
group305	1.0	0.751171567378722	0.75206
group306	0.0	0.9038511363741977	0.90392
group307	7.0	0.34346428638341503	0.345745
group308	1.0	0.751171567378722	0.75206
group309	0.0	0.9038511363741977	0.90392
group310	4.0	0.5003020399794059	0.50255
group311	0.0	0.9038511363741977	0.90392
group312	1.0	0.751171567378722	0.75206
group313	5.0	0.44181279388884603	0.44437
group314	0.0	0.9038511363741977	0.90392
group315	9.0	0.2640831610920024	0.2661
group316	0.0	0.9038511363741977	0.90392
group317	16.0	0.10616111858867947	0.108295
group318	0.0	0.9038511363741977	0.90392
group319	14.0	0.13933497481085996	0.14119
group320	2.0	0.6501041636840962	0.65167
group321	6.0	0.3897169975467483	0.39233
group322	2.0	0.6501041636840962	0.65167
group323	13.0	0.15862206300507117	0.160155
group324	15.0	0.12207191349129885	0.124195
group325	1.0	0.751171567378722	0.75206
group326	5.0	0.44181279388884603	0.44437
group327	1.0	0.751171567378722	0.75206
group328	2.0	0.6501041636840962	0.65167
group329	1.0	0.751171567378722	0.75206
group330	1.0	0.751171567378722	0.75206
group331	11.0	0.2052424404249041	0.20729
group332	11.0	0.2052424404249041	0.20729
group333	5.0	0.44181279388884603	0.44437
group334	9.0	0.2640831610920024	0.2661
group335	0.0	0.9038511363741977	0.90392
group336	3.0	0.5681709560513405	0.57014
group337	21.0	0.05126896488243486	0.052295
group338	1.0	0.751171567378722	0.75206
group339	3.0	0.5681709560513405	0.57014
group340	7.0	0.34346428638341503	0.345745
group341	2.0	0.6501041636840962	0.65167
group342	13.0	0.15862206300507117	0.160155
group343	15.0	0.12207191349129885	0.124195
group344	5.0	0.44181279388884603	0.44437
group345	12.0	0.18067295524366164	0.182515
group346	15.0	0.12207191349129885	0.124195
group347	11.0	0.2052424404249041	0.20729
group348	8.0	0.30111286437664714	0.303225
group349	16.0	0.10616111858867947	0.108295
group350	0.0	0.9038511363741977	0.90392
group351	11.0	0.2052424404249041	0.20729
group352	17.0	0.09227843905736809	0.094125
group353	1.0	0.751171567378722	0.75206
group354	10.0	0.232679367046628	0.234755
group355	19.0	0.06909532192774494	0.070315
group356	0.0	0.9038511363741977	0.90392
group357	5.0	0.44181279388884603	0.44437
group358	6.0	0.3897169975467483	0.39233
group359	0.0	0.9038511363741977	0.90392
group360	2.0	0.6501041636840962	0.65167
group361	11.0	0.2052424404249041	0.20729
group362	4.0	0.5003020399794059	0.50255
group363	2.0	0.6501041636840962	0.65167
group364	7.0	0.34346428638341503	0.345745
group365	3.0	0.5681709560513405	0.57014
group366	7.0	0.34346428638341503	0.345745
group367	0.0	0.9038511363741977	0.90392
group368	1.0	0.751171567378722	0.75206
group369	18.0	0.08014942335194428	0.08162
group370	3.0	0.5681709560513405	0.57014
group371	29.0	0.014511163261778334	0.014755
group372	7.0	0.34346428638341503	0.345745
group373	9.0	0.2640831610920024	0.2661
group374	3.0	0.5681709560513405	0.57014
group375	7.0	0.34346428638341503	0.345745
group376	1.0	0.751171567378722	0.75206
group377	3.0	0.5681709560513405	0.57014
group378	6.0	0.3897169975467483	0.39233
group379	9.0	0.2640831610920024	0.2661
group380	0.0	0.9038511363741977	0.90392
group381	2.0	0.6501041636840962	0.65167
group382	21.0	0.05126896488243486	0.052295
group383	2.0	0.6501041636840962	0.65167
group384	27.0	0.019990817017512194	0.02029
group385	0.0	0.9038511363741977	0.90392
group386	1.0	0.751171567378722	0.75206
group387	0.0	0.9038511363741977	0.90392
group388	8.0	0.30111286437664714	0.303225
group389	7.0	0.34346428638341503	0.345745
group390	5.0	0.44181279388884603	0.44437
group391	0.0	0.9038511363741977	0.90392
group392	0.0	0.9038511363741977	0.90392
group393	4.0	0.5003020399794059	0.50255
group394	13.0	0.15862206300507117	0.160155
group395	19.0	0.06909532192774494	0.070315
group396	0.0	0.9038511363741977	0.90392
group397	1.0	0.751171567378722	0.75206
group398	0.0	0.9038511363741977	0.90392
group399	14.0	0.13933497481085996	0.14119
group400	15.0	0.12207191349129885	0.124195
group401	14.0	0.13933497481085996	0.14119
group402	12.0	0.18067295524366164	0.182515
group403	8.0	0.30111286437664714	0.303225
group404	19.0	0.06909532192774494	0.070315
group405	0.0	0.9038511363741977	0.90392
group406	11.0	0.2052424404249041	0.20729
group407	1.0	0.751171567378722	0.75206
group408	19.0	0.06909532192774494	0.070315
group409	4.0	0.5003020399794059	0.50255
group410	1.0	0.751171567378722	0.75206
group411	0.0	0.9038511363741977	0.90392
group412	11.0	0.2052424404249041	0.20729
group413	16.0	0.10616111858867947	0.108295
group414	1.0	0.751171567378722	0.75206
group415	4.0	0.5003020399794059	0.50255
group416	10.0	0.232679367046628	0.234755
group417	4.0	0.5003020399794059	0.50255
group418	13.0	0.15862206300507117	0.160155
group419	22.0	0.04441674052522039	0.045645
group420	0.0	0.9038511363741977	0.90392
group421	25.0	0.0275881479445722	0.027985
group422	2.0	0.6501041636840962	0.65167
group423	18.0	0.08014942335194428	0.08162
group424	2.0	0.6501041636840962	0.65167
group425	3.0	0.5681709560513405	0.57014
group426	23.0	0.038161763986295984	0.03913
group427	8.0	0.30111286437664714	0.303225
group428	31.0	0.01053779541518146	0.010635
group429	12.0	0.18067295524366164	0.182515
group430	13.0	0.15862206300507117	0.160155
group431	1.0	0.751171567378722	0.75206
group432	6.0	0.3897169975467483	0.39233
group433	0.0	0.9038511363741977	0.90392
group434	0.0	0.9038511363741977	0.90392
group435	13.0	0.15862206300507117	0.160155
group436	0.0	0.9038511363741977	0.90392
group437	1.0	0.751171567378722	0.75206
group438	2.0	0.6501041636840962	0.65167
group439	4.0	0.5003020399794059	0.50255
group440	1.0	0.751171567378722	0.75206
group441	5.0	0.44181279388884603	0.44437
group442	9.0	0.2640831610920024	0.2661
group443	18.0	0.08014942335194428	0.08162
group444	0.0	0.9038511363741977	0.90392
group445	3.0	0.5681709560513405	0.57014
group446	0.0	0.9038511363741977	0.90392
group447	7.0	0.34346428638341503	0.345745
group448	7.0	0.34346428638341503	0.345745
group449	2.0	0.6501041636840962	0.65167
group450	0.0	0.9038511363741977	0.90392
group451	18.0	0.08014942335194428	0.08162
group452	0.0	0.9038511363741977	0.90392
group453	4.0	0.5003020399794059	0.50255
group454	0.0	0.9038511363741977	0.90392
group455	7.0	0.34346428638341503	0.345745
group456	6.0	0.3897169975467483	0.39233
group457	9.0	0.2640831610920024	0.2661
group458	7.0	0.34346428638341503	0.345745
group459	3.0	0.5681709560513405	0.57014
group460	1.0	0.751171567378722	0.75206
group461	6.0	0.3897169975467483	0.39233
group462	1.0	0.751171567378722	0.75206
group463	8.0	0.30111286437664714	0.303225
group464	35.0	0.0055017013877679145	0.005725
group465	1.0	0.751171567378722	0.75206
group466	12.0	0.18067295524366164	0.182515
group467	7.0	0.34346428638341503	0.345745
group468	17.0	0.09227843905736809	0.094125
group469	3.0	0.5681709560513405	0.57014
group470	5.0	0.44181279388884603	0.44437
group471	4.0	0.5003020399794059	0.50255
group472	20.0	0.05936105101632493	0.06033
group473	0.0	0.9038511363741977	0.90392
group474	7.0	0.34346428638341503	0.345745
group475	5.0	0.44181279388884603	0.44437
group476	0.0	0.9038511363741977	0.90392
group477	7.0	0.34346428638341503	0.345745
group478	17.0	0.09227843905736809	0.094125
group479	6.0	0.3897169975467483	0.39233
group480	2.0	0.6501041636840962	0.65167
group481	1.0	0.751171567378722	0.75206
group482	12.0	0.18067295524366164	0.182515
group483	7.0	0.34346428638341503	0.345745
group484	2.0	0.6501041636840962	0.65167
group485	7.0	0.34346428638341503	0.345745
group486	1.0	0.751171567378722	0.75206
group487	9.0	0.2640831610920024	0.2661
group488	16.0	0.10616111858867947	0.108295
group489	2.0	0.6501041636840962	0.65167
group490	10.0	0.232679367046628	0.234755
group491	1.0	0.751171567378722	0.75206
group492	3.0	0.5681709560513405	0.57014
group493	7.0	0.34346428638341503	0.345745
group494	4.0	0.5003020399794059	0.50255
group495	1.0	0.751171567378722	0.75206
group496	0.0	0.9038511363741977	0.90392
group497	6.0	0.3897169975467483	0.39233
group498	4.0	0.5003020399794059	0.50255
group499	2.0	0.6501041636840962	0.65167
group500	1.0	0.751171567378722	0.75206
group501	5.0	0.44181279388884603	0.44437
group502	9.0	0.2640831610920024	0.2661
group503	2.0	0.6501041636840962	0.65167
group504	10.0	0.232679367046628	0.234755
group505	3.0	0.5681709560513405	0.57014
group506	4.0	0.5003020399794059	0.50255
group507	12.0	0.18067295524366164	0.182515
group508	14.0	0.13933497481085996	0.14119
group509	5.0	0.44181279388884603	0.44437
group510	0.0	0.9038511363741977	0.90392
group511	8.0	0.30111286437664714	0.303225
group512	28.0	0.017064703650956563	0.0174
group513	8.0	0.30111286437664714	0.303225
group514	1.0	0.751171567378722	0.75206
group515	3.0	0.5681709560513405	0.57014
group516	23.0	0.038161763986295984	0.03913
group517	1.0	0.751171567378722	0.75206
group518	0.0	0.9038511363741977	0.90392
group519	20.0	0.05936105101632493	0.06033
group520	1.0	0.751171567378722	0.75206
group521	0.0	0.9038511363741977	0.90392
group522	1.0	0.751171567378722	0.75206
group523	14.0	0.13933497481085996	0.14119
group524	1.0	0.751171567378722	0.75206
group525	0.0	0.9038511363741977	0.90392
group526	1.0	0.751171567378722	0.75206
group527	1.0	0.751171567378722	0.75206
group528	3.0	0.5681709560513405	0.57014
group529	3.0	0.5681709560513405	0.57014
group530	18.0	0.08014942335194428	0.08162
group531	0.0	0.9038511363741977	0.90392
group532	6.0	0.3897169975467483	0.39233
group533	2.0	0.6501041636840962	0.65167
group534	6.0	0.3897169975467483	0.39233
group535	0.0	0.9038511363741977	0.90392
group536	0.0	0.9038511363741977	0.90392
group537	10.0	0.232679367046628	0.234755
group538	3.0	0.5681709560513405	0.57014
group539	2.0	0.6501041636840962	0.65167
group540	18.0	0.08014942335194428	0.08162
group541	3.0	0.5681709560513405	0.57014
group542	18.0	0.08014942335194428	0.08162
group543	0.0	0.9038511363741977	0.90392
group544	7.0	0.34346428638341503	0.345745
group545	0.0	0.9038511363741977	0.90392
group546	17.0	0.09227843905736809	0.094125
group547	5.0	0.44181279388884603	0.44437
group548	0.0	0.9038511363741977	0.90392
group549	8.0	0.30111286437664714	0.303225
group550	4.0	0.5003020399794059	0.50255
group551	11.0	0.2052424404249041	0.20729
group552	2.0	0.6501041636840962	0.65167
group553	25.0	0.0275881479445722	0.027985
group554	6.0	0.3897169975467483	0.39233
group555	6.0	0.3897169975467483	0.39233
group556	3.0	0.5681709560513405	0.57014
group557	0.0	0.9038511363741977	0.90392
group558	10.0	0.232679367046628	0.234755
group559	6.0	0.3897169975467483	0.39233
group560	14.0	0.13933497481085996	0.14119
group561	10.0	0.232679367046628	0.234755
group562	1.0	0.751171567378722	0.75206
group563	0.0	0.9038511363741977	0.90392
group564	1.0	0.751171567378722	0.75206
group565	3.0	0.5681709560513405	0.57014
group566	0.0	0.9038511363741977	0.90392
group567	0.0	0.9038511363741977	0.90392
group568	1.0	0.751171567378722	0.75206
group569	9.0	0.2640831610920024	0.2661
group570	0.0	0.9038511363741977	0.90392
group571	11.0	0.2052424404249041	0.20729
group572	11.0	0.2052424404249041	0.20729
group573	1.0	0.751171567378722	0.75206
group574	4.0	0.5003020399794059	0.50255
group575	2.0	0.6501041636840962	0.65167
group576	4.0	0.5003020399794059	0.50255
group577	0.0	0.9038511363741977	0.90392
group578	1.0	0.751171567378722	0.75206
group579	8.0	0.30111286437664714	0.303225
group580	0.0	0.9038511363741977	0.90392
group581	0.0	0.9038511363741977	0.90392
group582	1.0	0.751171567378722	0.75206
group583	9.0	0.2640831610920024	0.2661
group584	60.0	5.533456787173596e-05	8e-05
group585	13.0	0.15862206300507117	0.160155
group586	3.0	0.5681709560513405	0.57014
group587	6.0	0.3897169975467483	0.39233
group588	4.0	0.5003020399794059	0.50255
group589	0.0	0.9038511363741977	0.90392
group590	0.0	0.9038511363741977	0.90392
group591	0.0	0.9038511363741977	0.90392
group592	15.0	0.12207191349129885	0.124195
group593	18.0	0.08014942335194428	0.08162
group594	3.0	0.5681709560513405	0.57014
group595	16.0	0.10616111858867947	0.108295
group596	6.0	0.3897169975467483	0.39233
group597	5.0	0.44181279388884603	0.44437
group598	6.0	0.3897169975467483	0.39233
group599	11.0	0.2052424404249041	0.20729
group600	3.0	0.5681709560513405	0.57014
group601	5.0	0.44181279388884603	0.44437
group602	7.0	0.34346428638341503	0.345745
group603	0.0	0.9038511363741977	0.90392
group604	2.0	0.6501041636840962	0.65167
group605	5.0	0.44181279388884603	0.44437
group606	3.0	0.5681709560513405	0.57014
group607	0.0	0.9038511363741977	0.90392
group608	14.0	0.13933497481085996	0.14119
group609	7.0	0.34346428638341503	0.345745
group610	18.0	0.08014942335194428	0.08162
group611	2.0	0.6501041636840962	0.65167
group612	17.0	0.09227843905736809	0.094125
group613	5.0	0.44181279388884603	0.44437
group614	2.0	0.6501041636840962	0.65167
group615	7.0	0.34346428638341503	0.345745
group616	1.0	0.751171567378722	0.75206
group617	8.0	0.30111286437664714	0.303225
group618	8.0	0.30111286437664714	0.303225
group619	2.0	0.6501041636840962	0.65167
group620	7.0	0.34346428638341503	0.345745
group621	3.0	0.5681709560513405	0.57014
group622	0.0	0.9038511363741977	0.90392
group623	4.0	0.5003020399794059	0.50255
group624	13.0	0.15862206300507117	0.160155
group625	0.0	0.9038511363741977	0.90392
group626	0.0	0.9038511363741977	0.90392
group627	13.0	0.15862206300507117	0.160155
group628	23.0	0.038161763986295984	0.03913
group629	4.0	0.5003020399794059	0.50255
group630	10.0	0.232679367046628	0.234755
group631	0.0	0.9038511363741977	0.90392
group632	11.0	0.2052424404249041	0.20729
group633	2.0	0.6501041636840962	0.65167
group634	1.0	0.751171567378722	0.75206
group635	8.0	0.30111286437664714	0.303225
group636	3.0	0.5681709560513405	0.57014
group637	3.0	0.5681709560513405	0.57014
group638	16.0	0.10616111858867947	0.108295
group639	17.0	0.09227843905736809	0.094125
group640	2.0	0.6501041636840962	0.65167
group641	0.0	0.9038511363741977	0.90392
group642	3.0	0.5681709560513405	0.57014
group643	0.0	0.9038511363741977	0.90392
group644	0.0	0.9038511363741977	0.90392
group645	3.0	0.5681709560513405	0.57014
group646	7.0	0.34346428638341503	0.345745
group647	1.0	0.751171567378722	0.75206
group648	29.0	0.014511163261778334	0.014755
group649	0.0	0.9038511363741977	0.90392
group650	0.0	0.9038511363741977	0.90392
group651	3.0	0.5681709560513405	0.57014
group652	11.0	0.2052424404249041	0.20729
group653	5.0	0.44181279388884603	0.44437
group654	1.0	0.751171567378722	0.75206
group655	1.0	0.751171567378722	0.75206
group656	1.0	0.751171567378722	0.75206
group657	8.0	0.30111286437664714	0.303225
group658	0.0	0.9038511363741977	0.90392
group659	2.0	0.6501041636840962	0.65167
group660	6.0	0.3897169975467483	0.39233
group661	8.0	0.30111286437664714	0.303225
group662	2.0	0.6501041636840962	0.65167
group663	2.0	0.6501041636840962	0.65167
group664	12.0	0.18067295524366164	0.182515
group665	1.0	0.751171567378722	0.75206
group666	8.0	0.30111286437664714	0.303225
group667	8.0	0.30111286437664714	0.303225
group668	6.0	0.3897169975467483	0.39233
group669	0.0	0.9038511363741977	0.90392
group670	1.0	0.751171567378722	0.75206
