#Node	GroupName
ENSG00000177084	group24
ENSG00000186416	group24
D10ERTD638E	group24
DCPP2	group24
ENSG00000161048	group25
PRR25	group25
LOC339988	group25
ENSG00000108381	group25
ENSG00000165192	group25
LOC100130256	group25
ENSG00000167173	group25
LOC10004695	group25
ENSG00000056586	group25
ENSG00000129566	group25
ENSG00000152268	group26
GM12816	group26
HCG_2022304	group26
ENSG00000101882	group26
4921517O11RIK	group26
SPANXF1	group26
ENSG00000153291	group26
ENSG00000103966	group26
ENSG00000141458	group26
EG54716	group26
ENSG00000095539	group27
D6WSU116E	group27
ENSG00000054690	group27
A730034C02	group27
ENSG00000114735	group27
SERPINA3K	group27
ENSG00000186470	group27
A030005L19RIK	group27
ENSG00000168491	group27
C330019G07RIK	group27
ENSG00000075415	group28
ENSG00000142694	group28
ENSG00000159055	group28
ENSG00000075413	group28
ENSG00000164742	group28
ZFP93	group28
ENSG00000163467	group28
KDM1	group28
BEND7	group28
C4BPB	group28
AA589418	group29
OR7E156P	group29
ENSG00000181856	group29
ENSG00000150459	group29
ENSG00000172071	group29
ENSG00000157510	group29
C15ORF62	group29
ENSG00000133106	group29
ENSG00000070770	group29
LOC10004598	group29
PNMT	group30
ENSG00000197437	group30
OPA	group30
ENSG00000112041	group30
LOC100289079	group30
ENSG00000078124	group30
ENSG00000118263	group30
ENSG00000044090	group30
ENSG00000068976	group30
GM2614	group30
ENSG00000067533	group31
ENSG00000212901	group31
ENSG00000182450	group31
SNORA28	group31
ENSG00000168830	group31
ENSG00000145708	group31
LOC100293306	group31
ENSG00000160439	group31
ENSG00000102924	group31
ENSG00000125746	group31
ENSG00000140379	group32
TMEM146	group32
ENSG00000105711	group32
ENSG00000157654	group32
ENSG00000170633	group32
GON4L	group32
ENSG00000106588	group32
ENSG00000103005	group32
ENSG00000167378	group32
LOC100287552	group32
ENSG00000120533	group33
ENSG00000170606	group33
MGC10814	group33
ENSG00000182473	group33
6530406A20RIK	group33
ENSG00000113638	group33
LOC100039215	group33
0610010K06RIK	group33
C14ORF34	group33
FBXO47	group33
ENSG00000137285	group34
BAT2D1	group34
ENSG00000163207	group34
ENSG00000111554	group34
ENSG00000115677	group34
ENSG00000120075	group34
ENSG00000107938	group34
ENSG00000156469	group34
ENSG00000093183	group34
ENSG00000163874	group34
ENSG00000124532	group35
PIG	group35
ENSG00000123329	group35
ENSG00000140876	group35
ENSG00000157895	group35
ENSG00000080224	group35
HRAS1	group35
ENSG00000136770	group35
ENSG00000122254	group35
ZFP574	group35
ENSG00000213937	group36
CCDC3	group36
ENSG00000103485	group36
ENSG00000172339	group36
ENSG00000103254	group36
ENSG00000107960	group36
ENSG00000167513	group36
ENSG00000148702	group36
ENSG00000099330	group36
ENSG00000029993	group36
ENSG00000204882	group37
ENSG00000138942	group37
ENSG00000117148	group37
ENSG00000178662	group37
SNORA71B	group37
ENSG00000167113	group37
ENSG00000132840	group37
ENSG00000197451	group37
TMEM150	group37
SC5D	group37
LCN10	group38
ENSG00000187957	group38
ENSG00000180098	group38
0610037L13RIK	group38
ENSG00000088256	group38
ENSG00000159388	group38
LOC100132197	group38
1110067D22RIK	group38
PKP1	group38
ENSG00000162692	group38
ENSG00000112167	group39
ENSG00000206181	group39
ENSG00000176871	group39
ENSG00000163376	group39
TUBB3	group39
ENSG00000135828	group39
ENSG00000197646	group39
B930036G03RIK	group39
ENSG00000093183	group39
ENSG00000139910	group39
ENSG00000168661	group40
ENSG00000196456	group40
ENSG00000005483	group40
ENSG00000157538	group40
C6ORF35	group40
GM6563	group40
ENSG00000121289	group40
ENSG00000154783	group40
ENSG00000107362	group40
ENSG00000196832	group40
ENSG00000183230	group41
ENSG00000127377	group41
ENSG00000135211	group41
HMGA2-PS1	group41
ENSG00000064687	group41
ENSG00000143222	group41
ENSG00000070190	group41
PLEKHG4B	group41
ENSG00000107611	group41
ENSG00000101138	group41
DIP	group42
HBB-B1	group42
ENSG00000100321	group42
SERINC4	group42
ENSG00000068831	group42
OPA	group42
ENSG00000120685	group42
EG637227	group42
ENSG00000151914	group42
ENSG00000150471	group42
GLIS3	group43
ENSG00000148795	group43
ENSG00000102452	group43
ENSG00000156282	group43
ENSG00000178372	group43
ENSG00000124568	group43
ENSG00000137288	group43
C4ORF48	group43
ENSG00000176953	group43
LOC10004812	group43
FLJ32063	group44
LOC100292959	group44
ENSG00000167112	group44
LOC90925	group44
ENSG00000185888	group44
ENSG00000092108	group44
ENSG00000005889	group44
C11ORF88	group44
LOC645249	group44
FBXO17	group44
ENSG00000167701	group45
ENSG00000134460	group45
ENSG00000163655	group45
DCLK3	group45
ENSG00000152207	group45
ENSG00000184307	group45
ENSG00000120251	group45
ENSG00000131737	group45
ENSG00000171262	group45
ENSG00000005156	group45
ENSG00000196407	group46
BC049807	group46
FAM150A	group46
ENSG00000149313	group46
OR1J4	group46
LOC10013368	group46
ENSG00000188868	group46
EFCAB3	group46
ENSG00000167332	group46
LOC100289775	group46
ENSG00000184209	group47
HS3ST5	group47
SOHLH2	group47
C9ORF38	group47
ENSG00000162623	group47
ENSG00000091704	group47
ENSG00000186318	group47
ENSG00000132694	group47
ENSG00000196177	group47
ENSG00000137124	group47
ENSG00000107537	group48
ENSG00000100918	group48
ENSG00000183607	group48
ENSG00000135679	group48
ENSG00000133246	group48
MAN1A	group48
ENSG00000100865	group48
ENSG00000109193	group48
ENSG00000104998	group48
2010001M06RIK	group48
ENSG00000082153	group49
ENSG00000051180	group49
ENSG00000167216	group49
ENSG00000072694	group49
ENSG00000106927	group49
XLR5B	group49
ELA2	group49
ENSG00000203747	group49
ENSG00000204991	group49
NHEDC1	group49
ENSG00000087269	group50
A530021J07RIK	group50
ENSG00000164022	group50
LOC100046817	group50
ENSG00000102871	group50
C030011I16RIK	group50
CRYGE	group50
4833403I15RIK	group50
ENSG00000107282	group50
ENSG00000186462	group50
ENSG00000102349	group51
LOC100047393	group51
TCFE2A	group51
ENSG00000112640	group51
ENSG00000116525	group51
C80913	group51
LOC100048338	group51
LOC100046817	group51
ENSG00000097021	group51
LOC645961	group51
ENSG00000184530	group52
ENSG00000173465	group52
ENSG00000164576	group52
ENSG00000188340	group52
ENSG00000131409	group52
ENSG00000029534	group52
ENSG00000153046	group52
RAP1	group52
ENSG00000137193	group52
TMEM156	group52
ENSG00000090861	group53
ENSG00000164081	group53
ENSG00000135272	group53
ENSG00000112309	group53
ENSG00000198856	group53
TRIM16	group53
ENSG00000197705	group53
ENSG00000164741	group53
ENSG00000143409	group53
USP51	group53
ENSG00000101349	group54
PRG1	group54
ENSG00000124157	group54
LLPH	group54
ENSG00000197576	group54
ENSG00000105656	group54
ENSG00000159307	group54
ENSG00000183313	group54
ENSG00000125454	group54
ENSG00000110911	group54
ENSG00000134765	group55
ENSG00000154832	group55
TTC4	group55
ENSG00000130827	group55
ENSG00000100603	group55
NCRNA0	group55
ENSG00000153162	group55
ENSG00000110427	group55
C16ORF11	group55
ENSG00000128283	group55
PLEKHM1P	group56
ENSG00000134758	group56
ENSG00000164933	group56
LOC360030	group56
ENSG00000188732	group56
ENSG00000122591	group56
ENSG00000125691	group56
ENSG00000169213	group56
LOC1000484	group56
ENSG00000165275	group56
ENSG00000132514	group57
ENSG00000181191	group57
TNXA	group57
H19	group57
ENSG00000185873	group57
LOC401611	group57
MYADML	group57
ENSG00000176454	group57
ENSG00000146373	group57
ENSG00000167566	group57
ENSG00000115616	group58
ENSG00000069424	group58
ENSG00000126010	group58
ENSG00000142166	group58
ENSG00000121774	group58
C19ORF23	group58
ENSG00000060558	group58
ENSG00000178462	group58
ENSG00000131203	group58
ENSG00000186787	group58
ANKMY1	group59
ENSG00000121039	group59
ENSG00000188643	group59
ENSG00000112096	group59
ENSG00000141295	group59
POU	group59
ENSG00000214022	group59
ENSG00000089335	group59
ENSG00000164867	group59
6330512M04RIK	group59
FLJ34077	group60
ENSG00000145725	group60
ENSG00000107949	group60
ENSG00000166527	group60
ENSG00000170855	group60
4933428G20RIK	group60
ENSG00000167383	group60
ENSG00000134365	group60
ENSG00000112651	group60
1110054O05RIK	group60
ENSG00000148965	group61
ENSG00000182636	group61
LOC100045391	group61
ENSG00000081019	group61
ENSG00000186265	group61
ENSG00000027075	group61
CBX3	group61
ENSG00000188107	group61
LOC100130729	group61
ENSG00000137449	group61
ENSG00000139572	group62
ENSG00000170949	group62
ENSG00000124541	group62
KIAA0323	group62
ENSG00000099991	group62
BCL8	group62
ENSG00000168916	group62
ENSG00000083457	group62
ENSG00000139624	group62
1110058L19RIK	group62
ENSG00000107562	group63
ENSG00000167136	group63
ENSG00000106976	group63
DND1	group63
LOC100289053	group63
ENSG00000188976	group63
ENSG00000132005	group63
TWIST2	group63
ENSG00000128590	group63
4930481B07RIK	group63
CCDC79	group64
DPY19L1P1	group64
ENSG00000170866	group64
ENSG00000173467	group64
FCGR1C	group64
LOC440983	group64
ENSG00000150556	group64
PRODH2	group64
CDKL1	group64
LOC1000460	group64
ENSG00000221826	group65
ENSG00000142494	group65
ENSG00000182132	group65
ENSG00000181634	group65
THSD1P	group65
TCFAP2E	group65
ENSG00000145860	group65
HBAP1	group65
ENSG00000110675	group65
ENSG00000107902	group65
100041586	group66
ENSG00000163291	group66
ENSG00000059378	group66
ENSG00000197170	group66
ENSG00000186716	group66
ENSG00000023902	group66
ENSG00000066697	group66
ENSG00000152822	group66
ENSG00000086696	group66
ENSG00000009780	group66
ENSG00000136930	group67
LOC284260	group67
ENSG00000140057	group67
ENSG00000182963	group67
ENSG00000133121	group67
ENSG00000161526	group67
LOC728730	group67
ENSG00000172869	group67
ENSG00000174132	group67
ENSG00000142784	group67
ENSG00000132465	group68
ENSG00000118160	group68
ENSG00000147121	group68
2010205A11RIK	group68
ZNF187	group68
ENSG00000205097	group68
ENSG00000169550	group68
VPS11	group68
ENSG00000140521	group68
ENSG00000034971	group68
ENSG00000134152	group69
ENSG00000101417	group69
CDKN1C	group69
ENSG00000134007	group69
MS4A6C	group69
ENSG00000089775	group69
ENSG00000156876	group69
ENSG00000114742	group69
ENSG00000173302	group69
ENSG00000196876	group69
CGREF1	group70
ENSG00000180071	group70
ZNF518B	group70
ENSG00000180432	group70
ENSG00000182500	group70
ENSG00000088179	group70
ENSG00000184602	group70
ENSG00000129270	group70
ENSG00000169105	group70
ENSG00000167774	group70
ENSG00000182446	group71
UGT1A9	group71
ENSG00000162139	group71
FLJ45872	group71
KIR3DL2	group71
ENSG00000173545	group71
KRTAP4-16	group71
ENSG00000175575	group71
ENSG00000114248	group71
A130040M12RIK	group71
2610021A01RIK	group72
C3ORF27	group72
ENSG00000116161	group72
ENSG00000197956	group72
ENSG00000214114	group72
ENSG00000166004	group72
LOC441795	group72
ENSG00000106771	group72
1810012K16RIK	group72
ENSG00000170903	group72
CSF2RB2	group73
ENSG00000100266	group73
ENSG00000206312	group73
ENSG00000115762	group73
ENSG00000110080	group73
ENSG00000129654	group73
ENSG00000147459	group73
AI594671	group73
ENSG00000175581	group73
CHI3L3	group73
GM10031	group74
ENSG00000068354	group74
ENSG00000162923	group74
RGD1561530	group74
ENSG00000001630	group74
FLJ10213	group74
LOC100133233	group74
ENSG00000129204	group74
ENSG00000145113	group74
ENSG00000181007	group74
ENSG00000146066	group75
LOC339047	group75
HIST1H2AM	group75
ENSG00000118620	group75
ENSG00000155660	group75
ENSG00000185352	group75
A330008L17RIK	group75
ENSG00000179943	group75
ENSG00000168263	group75
HES2	group75
ENSG00000140367	group76
ENSG00000092067	group76
LSM3	group76
ENSG00000172179	group76
LOC400573	group76
ENSG00000158488	group76
ENSG00000173157	group76
ENSG00000116017	group76
ENSG00000026508	group76
ENSG00000176788	group76
FLJ31306	group77
ENSG00000169894	group77
ENSG00000116922	group77
SYPL	group77
ENSG00000133115	group77
FAM22F	group77
ENSG00000119899	group77
ENSG00000166405	group77
LOC100128402	group77
ENSG00000205593	group77
ENSG00000080819	group78
ENSG00000206301	group78
ENSG00000215217	group78
ZFP637	group78
ENSG00000090686	group78
ENSG00000131748	group78
LOC401068	group78
ENSG00000165916	group78
ENSG00000198099	group78
ENSG00000110675	group78
ENSG00000108852	group79
ENSG00000187091	group79
ENSG00000120860	group79
ENSG00000079819	group79
AU041133	group79
LOC729993	group79
KBTBD10	group79
ENSG00000123643	group79
ENSG00000178184	group79
ENSG00000088836	group79
ENSG00000159459	group80
ENSG00000077147	group80
ENSG00000198189	group80
ENSG00000152332	group80
ENSG00000128342	group80
ENSG00000175130	group80
ENSG00000196497	group80
4930408F14RIK	group80
LOC7279	group80
ENSG00000117528	group80
CDR1	group81
ENSG00000112679	group81
ENSG00000061656	group81
LOC401068	group81
PSG4	group81
LOC100046044	group81
C22ORF37	group81
ENSG00000111540	group81
MPA2L	group81
LOC360030	group81
HHLA1	group82
ENSG00000103066	group82
ENSG00000133665	group82
ENSG00000168701	group82
GLB1L2	group82
ENSG00000100968	group82
ENSG00000137731	group82
ENSG00000205302	group82
ENSG00000144559	group82
PI4K2A	group82
ENSG00000162241	group83
PLEKHG4	group83
RPL13P5	group83
ENSG00000178860	group83
ENSG00000129810	group83
ENSG00000186230	group83
ENSG00000186834	group83
ENSG00000053770	group83
ENSG00000114395	group83
ENSG00000107077	group83
ENSG00000156650	group84
ENSG00000174197	group84
ENSG00000184007	group84
ENSG00000174944	group84
ENSG00000007202	group84
ENSG00000188707	group84
ENSG00000038532	group84
KRTAP1-1	group84
ENSG00000196187	group84
ENSG00000134115	group84
LOC284561	group85
MGC45800	group85
ENSG00000111653	group85
LOC100288778	group85
ENSG00000105723	group85
2310001A20RIK	group85
IGG2A	group85
ENSG00000181788	group85
ENSG00000170234	group85
C7ORF28A	group85
ENSG00000040933	group86
UCRC	group86
ENSG00000159055	group86
E430028B21RIK	group86
ENSG00000120690	group86
ENSG00000114480	group86
ENSG00000108510	group86
ZNF862	group86
C030006K11RIK	group86
ENSG00000185883	group86
ENSG00000171241	group87
LOC10004812	group87
ENSG00000186442	group87
ENSG00000206297	group87
ENSG00000110852	group87
ENSG00000135312	group87
ENSG00000196946	group87
ENSG00000162923	group87
PKD2L2	group87
DEFB106	group87
ENSG00000178127	group88
ENSG00000069482	group88
ENSG00000108424	group88
ENSG00000014216	group88
ENSG00000033800	group88
LOC729400	group88
ENSG00000068793	group88
CAR2	group88
2210015D19RIK	group88
CMA2	group88
6330564D18RIK	group89
ENSG00000138136	group89
ENSG00000101977	group89
ENSG00000125967	group89
ENSG00000196663	group89
ENSG00000164953	group89
ENSG00000052126	group89
ENSG00000214575	group89
ENSG00000214274	group89
ENSG00000005893	group89
FTHP1	group90
ENSG00000168209	group90
ENSG00000136250	group90
ENSG00000183751	group90
ENSG00000117707	group90
ENSG00000103152	group90
PMF1	group90
ENSG00000143376	group90
IGHV3-23	group90
ENSG00000143748	group90
ENSG00000105229	group91
EAR11	group91
ENSG00000175520	group91
ENSG00000156970	group91
ENSG00000176887	group91
ENSG00000004948	group91
ENSG00000107745	group91
NCRNA00171	group91
ENSG00000163050	group91
OTTMUSG000	group91
AKR1B3	group92
ENSG00000117036	group92
ENSG00000090487	group92
ENSG00000136891	group92
ENSG00000133805	group92
ENSG00000112280	group92
ENSG00000126895	group92
ENSG00000197786	group92
ENSG00000141027	group92
ENSG00000103260	group92
ENSG00000117597	group93
ENSG00000145390	group93
LOC100047199	group93
ENSG00000130714	group93
ENSG00000132694	group93
LOC100046207	group93
ENSG00000167703	group93
ENSG00000112293	group93
ENSG00000163565	group93
SMA	group93
ENSG00000176087	group94
ENSG00000196453	group94
ENSG00000091181	group94
LOC100287602	group94
ENSG00000175920	group94
ASCL2	group94
ENSG00000163956	group94
ENSG00000112419	group94
ENSG00000162385	group94
ENSG00000156282	group94
ENSG00000110031	group95
ENSG00000153012	group95
ENSG00000124232	group95
NLRP9	group95
ENSG00000106336	group95
DEFA1	group95
ENSG00000067829	group95
CTA-216E10.6	group95
ENSG00000180257	group95
ENSG00000135686	group95
ENSG00000164050	group96
LOC100044139	group96
LOC100289727	group96
DNAHC8	group96
ENSG00000153208	group96
SPINK14	group96
LOC284912	group96
ENSG00000099721	group96
ENSG00000102048	group96
ENSG00000170909	group96
ENSG00000136450	group97
ENSG00000116604	group97
ENSG00000167987	group97
ENSG00000138621	group97
ENSG00000108244	group97
ENSG00000143498	group97
LOC131185	group97
ENSG00000166123	group97
C17ORF89	group97
LOC440416	group97
ENSG00000177300	group98
ENSG00000092377	group98
LOC730631	group98
TMEM82	group98
TMEM146	group98
ENSG00000104324	group98
ENSG00000116815	group98
1110020P15RIK	group98
ENSG00000197019	group98
ENSG00000090554	group98
ENSG00000110917	group99
ENSG00000105568	group99
LOC100288656	group99
ENSG00000180475	group99
LTB4R1	group99
ENSG00000152595	group99
ENSG00000162069	group99
LCE1I	group99
ENSG00000160072	group99
ENSG00000133393	group99
ENSG00000175482	group100
ENSG00000136867	group100
ENSG00000128000	group100
ENSG00000082213	group100
ENSG00000074800	group100
ENSG00000119574	group100
UGT1A1	group100
ENSG00000165832	group100
ENSG00000140264	group100
ENSG00000124193	group100
ENSG00000151458	group101
ENSG00000083097	group101
ENSG00000181143	group101
ENSG00000125409	group101
ENSG00000164053	group101
ENSG00000114023	group101
RNASE12	group101
ENSG00000131409	group101
ENSG00000125812	group101
ENSG00000150764	group101
ENSG00000163874	group102
ENSG00000108666	group102
PLK5P	group102
ENSG00000130731	group102
IGHMAC3	group102
C2ORF62	group102
ENSG00000163820	group102
ENSG00000146005	group102
FAM150A	group102
ENSG00000168118	group102
DNAIC2	group103
ENSG00000167191	group103
ENSG00000135541	group103
ENSG00000082397	group103
LOC400464	group103
2410004I01RIK	group103
ENSG00000167080	group103
ENSG00000059728	group103
ENSG00000164253	group103
CUX1	group103
ENSG00000183696	group104
ENSG00000141376	group104
HIST1H2BI	group104
ENSG00000154229	group104
ENSG00000107562	group104
LOC647979	group104
C1ORF62	group104
ENSG00000083799	group104
ENSG00000082196	group104
ENSG00000104450	group104
ENSG00000136869	group105
ENSG00000122483	group105
CYP4V3	group105
ENSG00000133818	group105
ENSG00000069998	group105
6030400A10RIK	group105
CYP2C38	group105
GO	group105
ENSG00000163684	group105
ENSG00000075188	group105
ENSG00000086619	group106
ENSG00000156599	group106
ENSG00000162607	group106
ENSG00000100225	group106
ENSG00000139624	group106
C2ORF67	group106
ENSG00000166579	group106
ENSG00000119669	group106
ENSG00000135406	group106
ENSG00000153956	group106
ENSG00000119048	group107
HJ	group107
ENSG00000054983	group107
ATOH8	group107
ENSG00000106328	group107
ENSG00000196511	group107
ENSG00000169876	group107
SNORD4A	group107
ENSG00000092445	group107
ENSG00000206366	group107
PCDHGC3	group108
OR7E87	group108
CTDSP2	group108
ENSG00000183580	group108
ENTHD1	group108
IGHG	group108
ENSG00000188033	group108
ENSG00000206439	group108
ENSG00000091986	group108
NBPF4	group108
LOC100045546	group109
ENSG00000185338	group109
ENSG00000126785	group109
C15ORF63	group109
ENSG00000135999	group109
ENSG00000116701	group109
ENSG00000163435	group109
ENSG00000170540	group109
ENSG00000070182	group109
ENSG00000132478	group109
ENSG00000070018	group110
ENSG00000188992	group110
MCPT8	group110
ENSG00000182870	group110
LGALS6	group110
ENSG00000154451	group110
ENSG00000167984	group110
ENSG00000137474	group110
ENSG00000148346	group110
1810063B05RIK	group110
ENSG00000154479	group111
ENSG00000177119	group111
C10ORF75	group111
ENSG00000198561	group111
ENSG00000169926	group111
ENSG00000085224	group111
ENSG00000134375	group111
ENSG00000106355	group111
ENSG00000176956	group111
LOC401431	group111
XRCC6	group112
ENSG00000137313	group112
ENSG00000176715	group112
LOC729866	group112
ENSG00000213903	group112
ENSG00000206445	group112
ENSG00000173898	group112
4930402E16RIK	group112
LOC100288656	group112
ENSG00000089041	group112
RBMXL1	group113
C030044B11RIK	group113
ENSG00000107872	group113
B230114A03RIK	group113
FAM92A	group113
ENSG00000186803	group113
LOC440288	group113
RGS	group113
ABCC11	group113
ENSG00000188937	group113
ENSG00000160753	group114
ENSG00000106686	group114
ENSG00000221829	group114
ENSG00000186280	group114
RGS7BP	group114
ENSG00000151748	group114
ENSG00000011260	group114
ENSG00000130368	group114
ENSG00000171206	group114
ENSG00000101134	group114
ENSG00000155858	group115
ENSG00000181935	group115
ENSG00000114999	group115
LOC51145	group115
ENSG00000147724	group115
GM13164	group115
GM15801	group115
ENSG00000189403	group115
ENSG00000089159	group115
ENSG00000119397	group115
4930524C18RIK	group116
ENSG00000130810	group116
ENSG00000198759	group116
ENSG00000076242	group116
ENSG00000132849	group116
DMRTC1	group116
C11ORF92	group116
LOC144571	group116
ENSG00000091138	group116
ENSG00000080224	group116
5830474E16RIK	group117
ENSG00000088826	group117
LOC729678	group117
ENSG00000134508	group117
ENSG00000067369	group117
ENSG00000122122	group117
ENSG00000047932	group117
ENSG00000144230	group117
ENSG00000172349	group117
ENSG00000162836	group117
ENSG00000075785	group118
ENSG00000120332	group118
EG667864	group118
ENSG00000141385	group118
1700091H14RIK	group118
ENSG00000130713	group118
ENSG00000109920	group118
ENSG00000137634	group118
ENSG00000178690	group118
FV1	group118
ENSG00000206378	group119
HCG_17324	group119
ENSG00000178449	group119
ENSG00000168490	group119
FBXL18	group119
9030624J02RIK	group119
ENSG00000120451	group119
ENSG00000174032	group119
ENSG00000177283	group119
ENSG00000141873	group119
ENSG00000159210	group120
2810417H13RIK	group120
ENSG00000147166	group120
NSUN6	group120
ENSG00000111011	group120
LOC100288142	group120
ENSG00000165995	group120
ENSG00000175832	group120
ENSG00000152192	group120
ENSG00000072195	group120
LOC10431	group121
ENSG00000143869	group121
ENSG00000171564	group121
LOC650	group121
ENSG00000072954	group121
4932441P12RIK	group121
ENSG00000155897	group121
C8ORF31	group121
ENSG00000136827	group121
ENSG00000123104	group121
KRT19P2	group122
ENSG00000110002	group122
ENSG00000175544	group122
CDADC1	group122
ENSG00000151693	group122
4932441P12RIK	group122
ENSG00000108021	group122
ENSG00000041982	group122
NOMO1	group122
ENSG00000136002	group122
ENSG00000111344	group123
ENSG00000133112	group123
ENSG00000178776	group123
ENSG00000169372	group123
ENSG00000075624	group123
MUC5B	group123
ENSG00000139116	group123
LOC10004402	group123
NKD1	group123
ENSG00000142875	group123
LOC653390	group124
ENSG00000023171	group124
ENSG00000198162	group124
ENSG00000136527	group124
ENSG00000170180	group124
ENSG00000154997	group124
LOC728196	group124
PPIA	group124
ENSG00000103152	group124
STK32B	group124
ENSG00000105520	group125
ENSG00000172752	group125
ENSG00000137968	group125
B4GALNT3	group125
ENSG00000196247	group125
