	n	p
group100	0.0	0.8943638280155705
group101	0.0	0.8943638280155705
group102	1.0	0.7017143350441536
group103	0.0	0.8943638280155705
group104	1.0	0.7017143350441536
group105	0.0	0.8943638280155705
group106	1.0	0.7017143350441536
group107	0.0	0.8943638280155705
group108	0.0	0.8943638280155705
group109	3.0	0.4258671820139901
group110	0.0	0.8943638280155705
group111	0.0	0.8943638280155705
group112	2.0	0.5471227395928945
group113	0.0	0.8943638280155705
group114	0.0	0.8943638280155705
group115	0.0	0.8943638280155705
group116	3.0	0.4258671820139901
group117	1.0	0.7017143350441536
group118	1.0	0.7017143350441536
group119	0.0	0.8943638280155705
group120	2.0	0.5471227395928945
group121	0.0	0.8943638280155705
group122	0.0	0.8943638280155705
group123	0.0	0.8943638280155705
group124	1.0	0.7017143350441536
group125	0.0	0.8943638280155705
group126	0.0	0.8943638280155705
group127	0.0	0.8943638280155705
group128	0.0	0.8943638280155705
group129	0.0	0.8943638280155705
group130	0.0	0.8943638280155705
group131	0.0	0.8943638280155705
group132	0.0	0.8943638280155705
group133	0.0	0.8943638280155705
group134	0.0	0.8943638280155705
group135	7.0	0.16126396995637904
group136	0.0	0.8943638280155705
group137	0.0	0.8943638280155705
group138	0.0	0.8943638280155705
group139	0.0	0.8943638280155705
group140	1.0	0.7017143350441536
group141	0.0	0.8943638280155705
group142	0.0	0.8943638280155705
group143	0.0	0.8943638280155705
group144	0.0	0.8943638280155705
group145	2.0	0.5471227395928945
group146	0.0	0.8943638280155705
group147	1.0	0.7017143350441536
group148	3.0	0.4258671820139901
group149	0.0	0.8943638280155705
group150	0.0	0.8943638280155705
group151	0.0	0.8943638280155705
group152	1.0	0.7017143350441536
group153	0.0	0.8943638280155705
group154	0.0	0.8943638280155705
group155	2.0	0.5471227395928945
group156	0.0	0.8943638280155705
group157	0.0	0.8943638280155705
group158	1.0	0.7017143350441536
group159	0.0	0.8943638280155705
group160	1.0	0.7017143350441536
group161	0.0	0.8943638280155705
group162	0.0	0.8943638280155705
group163	0.0	0.8943638280155705
group164	0.0	0.8943638280155705
group165	0.0	0.8943638280155705
group166	0.0	0.8943638280155705
group167	6.0	0.20153186068551318
group168	0.0	0.8943638280155705
group169	0.0	0.8943638280155705
group170	0.0	0.8943638280155705
group171	0.0	0.8943638280155705
group172	0.0	0.8943638280155705
group173	0.0	0.8943638280155705
group174	2.0	0.5471227395928945
group175	2.0	0.5471227395928945
group176	13.0	0.04796091914207322
group177	2.0	0.5471227395928945
group178	0.0	0.8943638280155705
group179	4.0	0.32952710682940456
group180	0.0	0.8943638280155705
group181	0.0	0.8943638280155705
group182	0.0	0.8943638280155705
group183	0.0	0.8943638280155705
group184	5.0	0.25575597807662104
group185	0.0	0.8943638280155705
group186	0.0	0.8943638280155705
group187	0.0	0.8943638280155705
group188	0.0	0.8943638280155705
group189	1.0	0.7017143350441536
group190	0.0	0.8943638280155705
group191	2.0	0.5471227395928945
group192	2.0	0.5471227395928945
group193	1.0	0.7017143350441536
group194	0.0	0.8943638280155705
group195	0.0	0.8943638280155705
group196	2.0	0.5471227395928945
group197	0.0	0.8943638280155705
group198	0.0	0.8943638280155705
group199	0.0	0.8943638280155705
group200	0.0	0.8943638280155705
group201	8.0	0.12980346228683307
group202	1.0	0.7017143350441536
group203	0.0	0.8943638280155705
group204	0.0	0.8943638280155705
group205	0.0	0.8943638280155705
group206	0.0	0.8943638280155705
group207	0.0	0.8943638280155705
group208	8.0	0.12980346228683307
group209	0.0	0.8943638280155705
group210	0.0	0.8943638280155705
group211	3.0	0.4258671820139901
group212	0.0	0.8943638280155705
group213	0.0	0.8943638280155705
group214	0.0	0.8943638280155705
group215	0.0	0.8943638280155705
group216	7.0	0.16126396995637904
group217	0.0	0.8943638280155705
group218	0.0	0.8943638280155705
group219	3.0	0.4258671820139901
group220	0.0	0.8943638280155705
group221	2.0	0.5471227395928945
group222	0.0	0.8943638280155705
group223	0.0	0.8943638280155705
group224	1.0	0.7017143350441536
group225	14.0	0.03868340285685612
group226	1.0	0.7017143350441536
group227	0.0	0.8943638280155705
group228	0.0	0.8943638280155705
group229	0.0	0.8943638280155705
group230	0.0	0.8943638280155705
group231	3.0	0.4258671820139901
group232	0.0	0.8943638280155705
group233	3.0	0.4258671820139901
group234	6.0	0.20153186068551318
group235	6.0	0.20153186068551318
group236	0.0	0.8943638280155705
group237	0.0	0.8943638280155705
group238	1.0	0.7017143350441536
group239	0.0	0.8943638280155705
group240	0.0	0.8943638280155705
group241	4.0	0.32952710682940456
group242	0.0	0.8943638280155705
group243	0.0	0.8943638280155705
group244	0.0	0.8943638280155705
group245	0.0	0.8943638280155705
group246	0.0	0.8943638280155705
group247	0.0	0.8943638280155705
group248	0.0	0.8943638280155705
group249	0.0	0.8943638280155705
group250	1.0	0.7017143350441536
group251	0.0	0.8943638280155705
group252	0.0	0.8943638280155705
group253	1.0	0.7017143350441536
group254	0.0	0.8943638280155705
group255	3.0	0.4258671820139901
group256	0.0	0.8943638280155705
group257	0.0	0.8943638280155705
group258	0.0	0.8943638280155705
group259	0.0	0.8943638280155705
group260	0.0	0.8943638280155705
group261	1.0	0.7017143350441536
group262	6.0	0.20153186068551318
group263	2.0	0.5471227395928945
group264	0.0	0.8943638280155705
group265	2.0	0.5471227395928945
group266	0.0	0.8943638280155705
group267	0.0	0.8943638280155705
group268	5.0	0.25575597807662104
group269	0.0	0.8943638280155705
group270	0.0	0.8943638280155705
group271	3.0	0.4258671820139901
group272	1.0	0.7017143350441536
group273	1.0	0.7017143350441536
group274	0.0	0.8943638280155705
group275	0.0	0.8943638280155705
group276	0.0	0.8943638280155705
group277	0.0	0.8943638280155705
group278	0.0	0.8943638280155705
group279	3.0	0.4258671820139901
group280	0.0	0.8943638280155705
group281	0.0	0.8943638280155705
group282	1.0	0.7017143350441536
group283	3.0	0.4258671820139901
group284	0.0	0.8943638280155705
group285	2.0	0.5471227395928945
group286	0.0	0.8943638280155705
group287	0.0	0.8943638280155705
group288	0.0	0.8943638280155705
group289	0.0	0.8943638280155705
group290	0.0	0.8943638280155705
group291	1.0	0.7017143350441536
group292	2.0	0.5471227395928945
group293	1.0	0.7017143350441536
group294	0.0	0.8943638280155705
group295	0.0	0.8943638280155705
group296	0.0	0.8943638280155705
group297	3.0	0.4258671820139901
group298	0.0	0.8943638280155705
group299	0.0	0.8943638280155705
group300	1.0	0.7017143350441536
group301	1.0	0.7017143350441536
group302	0.0	0.8943638280155705
group303	0.0	0.8943638280155705
group304	0.0	0.8943638280155705
group305	0.0	0.8943638280155705
group306	0.0	0.8943638280155705
group307	0.0	0.8943638280155705
group308	12.0	0.05912239658574735
group309	0.0	0.8943638280155705
group310	0.0	0.8943638280155705
group311	0.0	0.8943638280155705
group312	1.0	0.7017143350441536
group313	0.0	0.8943638280155705
group314	0.0	0.8943638280155705
group315	2.0	0.5471227395928945
group316	0.0	0.8943638280155705
group317	0.0	0.8943638280155705
group318	0.0	0.8943638280155705
group319	0.0	0.8943638280155705
group320	4.0	0.32952710682940456
group321	0.0	0.8943638280155705
group322	1.0	0.7017143350441536
group323	2.0	0.5471227395928945
group324	0.0	0.8943638280155705
group325	0.0	0.8943638280155705
group326	0.0	0.8943638280155705
group327	0.0	0.8943638280155705
group328	0.0	0.8943638280155705
group329	0.0	0.8943638280155705
group330	0.0	0.8943638280155705
group331	0.0	0.8943638280155705
group332	0.0	0.8943638280155705
group333	0.0	0.8943638280155705
group334	0.0	0.8943638280155705
group335	0.0	0.8943638280155705
group336	0.0	0.8943638280155705
group337	0.0	0.8943638280155705
group338	2.0	0.5471227395928945
group339	0.0	0.8943638280155705
group340	0.0	0.8943638280155705
group341	4.0	0.32952710682940456
group342	3.0	0.4258671820139901
group343	0.0	0.8943638280155705
group344	0.0	0.8943638280155705
group345	2.0	0.5471227395928945
group346	0.0	0.8943638280155705
group347	0.0	0.8943638280155705
group348	0.0	0.8943638280155705
group349	0.0	0.8943638280155705
group350	3.0	0.4258671820139901
group351	2.0	0.5471227395928945
group352	0.0	0.8943638280155705
group353	1.0	0.7017143350441536
group354	0.0	0.8943638280155705
group355	0.0	0.8943638280155705
group356	0.0	0.8943638280155705
group357	0.0	0.8943638280155705
group358	0.0	0.8943638280155705
group359	0.0	0.8943638280155705
group360	3.0	0.4258671820139901
group361	0.0	0.8943638280155705
group362	0.0	0.8943638280155705
group363	0.0	0.8943638280155705
group364	0.0	0.8943638280155705
group365	0.0	0.8943638280155705
group366	0.0	0.8943638280155705
group367	4.0	0.32952710682940456
group368	0.0	0.8943638280155705
group369	0.0	0.8943638280155705
group370	4.0	0.32952710682940456
group371	0.0	0.8943638280155705
group372	0.0	0.8943638280155705
group373	0.0	0.8943638280155705
group374	0.0	0.8943638280155705
group375	1.0	0.7017143350441536
group376	0.0	0.8943638280155705
group377	0.0	0.8943638280155705
group378	0.0	0.8943638280155705
group379	0.0	0.8943638280155705
group380	2.0	0.5471227395928945
group381	0.0	0.8943638280155705
group382	0.0	0.8943638280155705
group383	0.0	0.8943638280155705
group384	0.0	0.8943638280155705
group385	0.0	0.8943638280155705
group386	0.0	0.8943638280155705
group387	0.0	0.8943638280155705
group388	7.0	0.16126396995637904
group389	11.0	0.07226361688422142
group390	0.0	0.8943638280155705
group391	0.0	0.8943638280155705
group392	0.0	0.8943638280155705
group393	0.0	0.8943638280155705
group394	0.0	0.8943638280155705
group395	0.0	0.8943638280155705
group396	2.0	0.5471227395928945
group397	8.0	0.12980346228683307
group398	2.0	0.5471227395928945
group399	0.0	0.8943638280155705
group400	0.0	0.8943638280155705
group401	0.0	0.8943638280155705
group402	1.0	0.7017143350441536
group403	2.0	0.5471227395928945
group404	0.0	0.8943638280155705
group405	0.0	0.8943638280155705
group406	0.0	0.8943638280155705
group407	1.0	0.7017143350441536
group408	0.0	0.8943638280155705
group409	0.0	0.8943638280155705
group410	0.0	0.8943638280155705
group411	0.0	0.8943638280155705
group412	0.0	0.8943638280155705
group413	0.0	0.8943638280155705
group414	0.0	0.8943638280155705
group415	0.0	0.8943638280155705
group416	0.0	0.8943638280155705
group417	0.0	0.8943638280155705
group418	2.0	0.5471227395928945
group419	0.0	0.8943638280155705
group420	0.0	0.8943638280155705
group421	0.0	0.8943638280155705
group422	8.0	0.12980346228683307
group423	0.0	0.8943638280155705
group424	1.0	0.7017143350441536
group425	14.0	0.03868340285685612
group426	0.0	0.8943638280155705
group427	0.0	0.8943638280155705
group428	20.0	0.008617695108386478
group429	0.0	0.8943638280155705
group430	0.0	0.8943638280155705
group431	0.0	0.8943638280155705
group432	0.0	0.8943638280155705
group433	0.0	0.8943638280155705
group434	0.0	0.8943638280155705
group435	7.0	0.16126396995637904
group436	1.0	0.7017143350441536
group437	0.0	0.8943638280155705
group438	0.0	0.8943638280155705
group439	0.0	0.8943638280155705
group440	0.0	0.8943638280155705
group441	0.0	0.8943638280155705
group442	0.0	0.8943638280155705
group443	0.0	0.8943638280155705
group444	0.0	0.8943638280155705
group445	3.0	0.4258671820139901
group446	10.0	0.0872803640284516
group447	0.0	0.8943638280155705
group448	0.0	0.8943638280155705
group449	3.0	0.4258671820139901
group450	0.0	0.8943638280155705
group451	0.0	0.8943638280155705
group452	1.0	0.7017143350441536
group453	0.0	0.8943638280155705
group454	0.0	0.8943638280155705
group455	0.0	0.8943638280155705
group456	0.0	0.8943638280155705
group457	0.0	0.8943638280155705
group458	0.0	0.8943638280155705
group459	0.0	0.8943638280155705
group460	2.0	0.5471227395928945
group461	0.0	0.8943638280155705
group462	0.0	0.8943638280155705
group463	0.0	0.8943638280155705
group464	0.0	0.8943638280155705
group465	0.0	0.8943638280155705
group466	0.0	0.8943638280155705
group467	1.0	0.7017143350441536
group468	2.0	0.5471227395928945
group469	2.0	0.5471227395928945
group470	0.0	0.8943638280155705
group471	0.0	0.8943638280155705
group472	0.0	0.8943638280155705
group473	0.0	0.8943638280155705
group474	0.0	0.8943638280155705
group475	0.0	0.8943638280155705
group476	0.0	0.8943638280155705
group477	0.0	0.8943638280155705
group478	0.0	0.8943638280155705
group479	1.0	0.7017143350441536
group480	0.0	0.8943638280155705
group481	0.0	0.8943638280155705
group482	0.0	0.8943638280155705
group483	0.0	0.8943638280155705
group484	0.0	0.8943638280155705
group485	0.0	0.8943638280155705
group486	0.0	0.8943638280155705
group487	1.0	0.7017143350441536
group488	0.0	0.8943638280155705
group489	0.0	0.8943638280155705
group490	0.0	0.8943638280155705
group491	0.0	0.8943638280155705
group492	0.0	0.8943638280155705
group493	0.0	0.8943638280155705
group494	0.0	0.8943638280155705
group495	0.0	0.8943638280155705
group496	0.0	0.8943638280155705
group497	0.0	0.8943638280155705
group498	11.0	0.07226361688422142
group499	12.0	0.05912239658574735
group500	0.0	0.8943638280155705
group501	0.0	0.8943638280155705
group502	0.0	0.8943638280155705
group503	0.0	0.8943638280155705
group504	5.0	0.25575597807662104
group505	0.0	0.8943638280155705
group506	0.0	0.8943638280155705
group507	8.0	0.12980346228683307
group508	1.0	0.7017143350441536
group509	0.0	0.8943638280155705
group510	0.0	0.8943638280155705
group511	1.0	0.7017143350441536
group512	5.0	0.25575597807662104
group513	2.0	0.5471227395928945
group514	0.0	0.8943638280155705
group515	13.0	0.04796091914207322
group516	0.0	0.8943638280155705
group517	0.0	0.8943638280155705
group518	0.0	0.8943638280155705
group519	11.0	0.07226361688422142
group520	0.0	0.8943638280155705
group521	0.0	0.8943638280155705
group522	0.0	0.8943638280155705
group523	0.0	0.8943638280155705
group524	0.0	0.8943638280155705
group525	0.0	0.8943638280155705
group526	0.0	0.8943638280155705
group527	0.0	0.8943638280155705
group528	1.0	0.7017143350441536
group529	0.0	0.8943638280155705
group530	3.0	0.4258671820139901
group531	0.0	0.8943638280155705
group532	9.0	0.10537374861796406
group533	0.0	0.8943638280155705
group534	1.0	0.7017143350441536
group535	0.0	0.8943638280155705
group536	6.0	0.20153186068551318
group537	0.0	0.8943638280155705
group538	0.0	0.8943638280155705
group539	0.0	0.8943638280155705
group540	0.0	0.8943638280155705
group541	0.0	0.8943638280155705
group542	5.0	0.25575597807662104
group543	0.0	0.8943638280155705
group544	1.0	0.7017143350441536
group545	0.0	0.8943638280155705
group546	1.0	0.7017143350441536
group547	5.0	0.25575597807662104
group548	0.0	0.8943638280155705
group549	1.0	0.7017143350441536
group550	0.0	0.8943638280155705
group551	4.0	0.32952710682940456
group552	0.0	0.8943638280155705
group553	0.0	0.8943638280155705
group554	0.0	0.8943638280155705
group555	1.0	0.7017143350441536
group556	0.0	0.8943638280155705
group557	0.0	0.8943638280155705
group558	0.0	0.8943638280155705
group559	0.0	0.8943638280155705
group560	0.0	0.8943638280155705
group561	1.0	0.7017143350441536
group562	0.0	0.8943638280155705
group563	0.0	0.8943638280155705
group564	0.0	0.8943638280155705
group565	0.0	0.8943638280155705
group566	0.0	0.8943638280155705
group567	4.0	0.32952710682940456
group568	1.0	0.7017143350441536
group569	1.0	0.7017143350441536
group570	0.0	0.8943638280155705
group571	0.0	0.8943638280155705
group572	0.0	0.8943638280155705
group573	1.0	0.7017143350441536
group574	0.0	0.8943638280155705
group575	0.0	0.8943638280155705
group576	4.0	0.32952710682940456
group577	1.0	0.7017143350441536
group578	0.0	0.8943638280155705
group579	13.0	0.04796091914207322
group580	2.0	0.5471227395928945
group581	0.0	0.8943638280155705
group582	0.0	0.8943638280155705
group583	0.0	0.8943638280155705
group584	0.0	0.8943638280155705
group585	0.0	0.8943638280155705
group586	3.0	0.4258671820139901
group587	0.0	0.8943638280155705
group588	2.0	0.5471227395928945
group589	0.0	0.8943638280155705
group590	0.0	0.8943638280155705
group591	3.0	0.4258671820139901
group592	0.0	0.8943638280155705
group593	0.0	0.8943638280155705
group594	7.0	0.16126396995637904
group595	0.0	0.8943638280155705
group596	0.0	0.8943638280155705
group597	0.0	0.8943638280155705
group598	0.0	0.8943638280155705
group599	0.0	0.8943638280155705
group600	2.0	0.5471227395928945
group601	0.0	0.8943638280155705
group602	0.0	0.8943638280155705
group603	0.0	0.8943638280155705
group604	0.0	0.8943638280155705
group605	1.0	0.7017143350441536
group606	0.0	0.8943638280155705
group607	0.0	0.8943638280155705
group608	1.0	0.7017143350441536
group609	0.0	0.8943638280155705
group610	0.0	0.8943638280155705
group611	3.0	0.4258671820139901
group612	5.0	0.25575597807662104
group613	19.0	0.011577833935082542
group614	0.0	0.8943638280155705
group615	0.0	0.8943638280155705
group616	0.0	0.8943638280155705
group617	0.0	0.8943638280155705
group618	0.0	0.8943638280155705
group619	0.0	0.8943638280155705
group620	0.0	0.8943638280155705
group621	5.0	0.25575597807662104
group622	8.0	0.12980346228683307
group623	0.0	0.8943638280155705
group624	0.0	0.8943638280155705
group625	0.0	0.8943638280155705
group626	0.0	0.8943638280155705
group627	0.0	0.8943638280155705
group628	3.0	0.4258671820139901
group629	0.0	0.8943638280155705
group630	7.0	0.16126396995637904
group631	2.0	0.5471227395928945
group632	2.0	0.5471227395928945
group633	0.0	0.8943638280155705
group634	0.0	0.8943638280155705
group635	1.0	0.7017143350441536
group636	0.0	0.8943638280155705
group637	0.0	0.8943638280155705
group638	0.0	0.8943638280155705
group639	0.0	0.8943638280155705
group640	1.0	0.7017143350441536
group641	0.0	0.8943638280155705
group642	15.0	0.03064084825113577
group643	0.0	0.8943638280155705
group644	2.0	0.5471227395928945
group645	0.0	0.8943638280155705
group646	0.0	0.8943638280155705
group647	5.0	0.25575597807662104
group648	0.0	0.8943638280155705
group649	1.0	0.7017143350441536
group650	0.0	0.8943638280155705
group651	0.0	0.8943638280155705
group652	3.0	0.4258671820139901
group653	0.0	0.8943638280155705
group654	6.0	0.20153186068551318
group655	0.0	0.8943638280155705
group656	0.0	0.8943638280155705
group657	0.0	0.8943638280155705
group658	0.0	0.8943638280155705
group659	7.0	0.16126396995637904
group660	0.0	0.8943638280155705
group661	0.0	0.8943638280155705
group662	1.0	0.7017143350441536
group663	0.0	0.8943638280155705
group664	0.0	0.8943638280155705
group665	2.0	0.5471227395928945
group666	0.0	0.8943638280155705
group667	1.0	0.7017143350441536
group668	1.0	0.7017143350441536
group669	0.0	0.8943638280155705
group670	0.0	0.8943638280155705
group671	0.0	0.8943638280155705
group672	0.0	0.8943638280155705
group673	0.0	0.8943638280155705
group674	0.0	0.8943638280155705
group675	0.0	0.8943638280155705
group676	0.0	0.8943638280155705
group677	0.0	0.8943638280155705
group678	0.0	0.8943638280155705
group679	0.0	0.8943638280155705
group680	0.0	0.8943638280155705
group681	0.0	0.8943638280155705
group682	0.0	0.8943638280155705
group683	1.0	0.7017143350441536
group684	0.0	0.8943638280155705
group685	0.0	0.8943638280155705
group686	4.0	0.32952710682940456
group687	1.0	0.7017143350441536
group688	0.0	0.8943638280155705
group689	0.0	0.8943638280155705
group690	0.0	0.8943638280155705
group691	1.0	0.7017143350441536
group692	0.0	0.8943638280155705
group693	0.0	0.8943638280155705
group694	5.0	0.25575597807662104
group695	0.0	0.8943638280155705
group696	1.0	0.7017143350441536
group697	0.0	0.8943638280155705
group698	0.0	0.8943638280155705
group699	0.0	0.8943638280155705
group700	2.0	0.5471227395928945
group701	0.0	0.8943638280155705
group702	1.0	0.7017143350441536
group703	0.0	0.8943638280155705
group704	0.0	0.8943638280155705
group705	0.0	0.8943638280155705
group706	0.0	0.8943638280155705
group707	0.0	0.8943638280155705
group708	0.0	0.8943638280155705
group709	0.0	0.8943638280155705
group710	0.0	0.8943638280155705
group711	0.0	0.8943638280155705
group712	0.0	0.8943638280155705
group713	0.0	0.8943638280155705
group714	0.0	0.8943638280155705
group715	0.0	0.8943638280155705
group716	1.0	0.7017143350441536
group717	2.0	0.5471227395928945
group718	0.0	0.8943638280155705
group719	0.0	0.8943638280155705
group720	0.0	0.8943638280155705
group721	5.0	0.25575597807662104
group722	1.0	0.7017143350441536
group723	2.0	0.5471227395928945
group724	0.0	0.8943638280155705
group725	0.0	0.8943638280155705
group726	0.0	0.8943638280155705
group727	1.0	0.7017143350441536
group728	1.0	0.7017143350441536
group729	5.0	0.25575597807662104
group730	0.0	0.8943638280155705
group731	0.0	0.8943638280155705
group732	0.0	0.8943638280155705
group733	0.0	0.8943638280155705
group734	5.0	0.25575597807662104
group735	1.0	0.7017143350441536
group736	1.0	0.7017143350441536
group737	0.0	0.8943638280155705
group738	0.0	0.8943638280155705
group739	1.0	0.7017143350441536
group740	0.0	0.8943638280155705
group741	0.0	0.8943638280155705
group742	0.0	0.8943638280155705
group743	1.0	0.7017143350441536
group744	3.0	0.4258671820139901
group745	0.0	0.8943638280155705
group746	0.0	0.8943638280155705
group747	0.0	0.8943638280155705
group748	0.0	0.8943638280155705
group749	1.0	0.7017143350441536
group750	0.0	0.8943638280155705
group751	0.0	0.8943638280155705
group752	2.0	0.5471227395928945
group753	0.0	0.8943638280155705
group754	1.0	0.7017143350441536
group755	0.0	0.8943638280155705
group756	0.0	0.8943638280155705
group757	0.0	0.8943638280155705
group758	0.0	0.8943638280155705
group759	0.0	0.8943638280155705
group760	3.0	0.4258671820139901
group761	2.0	0.5471227395928945
group762	0.0	0.8943638280155705
group763	0.0	0.8943638280155705
group764	0.0	0.8943638280155705
group765	4.0	0.32952710682940456
group766	0.0	0.8943638280155705
group767	1.0	0.7017143350441536
group768	0.0	0.8943638280155705
group769	0.0	0.8943638280155705
group770	0.0	0.8943638280155705
group771	0.0	0.8943638280155705
group772	1.0	0.7017143350441536
group773	0.0	0.8943638280155705
group774	0.0	0.8943638280155705
group775	0.0	0.8943638280155705
group776	0.0	0.8943638280155705
group777	0.0	0.8943638280155705
group778	0.0	0.8943638280155705
group779	0.0	0.8943638280155705
group780	0.0	0.8943638280155705
group781	0.0	0.8943638280155705
group782	5.0	0.25575597807662104
group783	4.0	0.32952710682940456
group784	0.0	0.8943638280155705
group785	0.0	0.8943638280155705
group786	0.0	0.8943638280155705
group787	1.0	0.7017143350441536
group788	0.0	0.8943638280155705
group789	0.0	0.8943638280155705
group790	2.0	0.5471227395928945
group791	0.0	0.8943638280155705
group792	0.0	0.8943638280155705
group793	0.0	0.8943638280155705
group794	2.0	0.5471227395928945
group795	3.0	0.4258671820139901
group796	0.0	0.8943638280155705
group797	1.0	0.7017143350441536
group798	4.0	0.32952710682940456
group799	8.0	0.12980346228683307
group800	0.0	0.8943638280155705
group801	2.0	0.5471227395928945
group802	0.0	0.8943638280155705
group803	1.0	0.7017143350441536
group804	3.0	0.4258671820139901
group805	0.0	0.8943638280155705
group806	0.0	0.8943638280155705
group807	0.0	0.8943638280155705
group808	0.0	0.8943638280155705
group809	0.0	0.8943638280155705
group810	0.0	0.8943638280155705
group811	0.0	0.8943638280155705
group812	2.0	0.5471227395928945
group813	4.0	0.32952710682940456
group814	0.0	0.8943638280155705
group815	0.0	0.8943638280155705
group816	0.0	0.8943638280155705
group817	0.0	0.8943638280155705
group818	0.0	0.8943638280155705
group819	0.0	0.8943638280155705
group820	0.0	0.8943638280155705
group821	0.0	0.8943638280155705
group822	0.0	0.8943638280155705
group823	8.0	0.12980346228683307
group824	0.0	0.8943638280155705
group825	0.0	0.8943638280155705
group826	0.0	0.8943638280155705
group827	0.0	0.8943638280155705
group828	0.0	0.8943638280155705
group829	2.0	0.5471227395928945
group830	0.0	0.8943638280155705
group831	0.0	0.8943638280155705
group832	2.0	0.5471227395928945
group833	0.0	0.8943638280155705
group834	0.0	0.8943638280155705
group835	0.0	0.8943638280155705
group836	1.0	0.7017143350441536
group837	3.0	0.4258671820139901
group838	0.0	0.8943638280155705
group839	1.0	0.7017143350441536
group840	0.0	0.8943638280155705
group841	0.0	0.8943638280155705
group842	5.0	0.25575597807662104
group843	0.0	0.8943638280155705
group844	0.0	0.8943638280155705
group845	0.0	0.8943638280155705
group846	3.0	0.4258671820139901
group847	0.0	0.8943638280155705
group848	0.0	0.8943638280155705
group849	0.0	0.8943638280155705
group850	1.0	0.7017143350441536
group851	0.0	0.8943638280155705
group852	2.0	0.5471227395928945
group853	0.0	0.8943638280155705
group854	0.0	0.8943638280155705
group855	0.0	0.8943638280155705
group856	0.0	0.8943638280155705
group857	0.0	0.8943638280155705
group858	8.0	0.12980346228683307
group859	0.0	0.8943638280155705
group860	0.0	0.8943638280155705
group861	1.0	0.7017143350441536
group862	2.0	0.5471227395928945
group863	0.0	0.8943638280155705
group864	0.0	0.8943638280155705
group865	0.0	0.8943638280155705
group866	0.0	0.8943638280155705
group867	0.0	0.8943638280155705
group868	0.0	0.8943638280155705
group869	0.0	0.8943638280155705
group870	0.0	0.8943638280155705
group871	5.0	0.25575597807662104
group872	1.0	0.7017143350441536
group873	0.0	0.8943638280155705
group874	2.0	0.5471227395928945
