	n	p
group167	17.0	0.10938396196263124
group168	2.0	0.7512491363337744
group169	0.0	0.9468325625459568
group170	2.0	0.7512491363337744
group171	0.0	0.9468325625459568
group172	0.0	0.9468325625459568
group173	2.0	0.7512491363337744
group174	6.0	0.46146120387649664
group175	8.0	0.3569342822366126
group176	23.0	0.050750711135627194
group177	5.0	0.5233137832430015
group178	0.0	0.9468325625459568
group179	7.0	0.40629928352729233
group180	0.0	0.9468325625459568
group181	1.0	0.8443412602201559
group182	0.0	0.9468325625459568
group183	0.0	0.9468325625459568
group184	21.0	0.06539332320508841
group185	0.0	0.9468325625459568
group186	7.0	0.40629928352729233
group187	1.0	0.8443412602201559
group188	3.0	0.6673870832875023
group189	10.0	0.27386886149409484
group190	1.0	0.8443412602201559
group191	7.0	0.40629928352729233
group192	8.0	0.3569342822366126
group193	4.0	0.5915711647410568
group194	3.0	0.6673870832875023
group195	1.0	0.8443412602201559
group196	7.0	0.40629928352729233
group197	1.0	0.8443412602201559
group198	0.0	0.9468325625459568
group199	2.0	0.7512491363337744
group200	0.0	0.9468325625459568
group201	12.0	0.2107325879388357
group202	5.0	0.5233137832430015
group203	1.0	0.8443412602201559
group204	2.0	0.7512491363337744
group205	0.0	0.9468325625459568
group206	0.0	0.9468325625459568
group207	1.0	0.8443412602201559
group208	17.0	0.10938396196263124
group209	0.0	0.9468325625459568
group210	0.0	0.9468325625459568
group211	7.0	0.40629928352729233
group212	6.0	0.46146120387649664
group213	1.0	0.8443412602201559
group214	1.0	0.8443412602201559
group215	0.0	0.9468325625459568
group216	10.0	0.27386886149409484
group217	1.0	0.8443412602201559
group218	0.0	0.9468325625459568
group219	10.0	0.27386886149409484
group220	0.0	0.9468325625459568
group221	4.0	0.5915711647410568
group222	0.0	0.9468325625459568
group223	1.0	0.8443412602201559
group224	7.0	0.40629928352729233
group225	28.0	0.025701071894439056
group226	6.0	0.46146120387649664
group227	0.0	0.9468325625459568
group228	0.0	0.9468325625459568
group229	0.0	0.9468325625459568
group230	4.0	0.5915711647410568
group231	6.0	0.46146120387649664
group232	0.0	0.9468325625459568
group233	16.0	0.12473499676968136
group234	24.0	0.044587399773079885
group235	15.0	0.14237348814712353
group236	0.0	0.9468325625459568
group237	0.0	0.9468325625459568
group238	1.0	0.8443412602201559
group239	0.0	0.9468325625459568
group240	0.0	0.9468325625459568
group241	31.0	0.016019389207929124
group242	3.0	0.6673870832875023
group243	0.0	0.9468325625459568
group244	0.0	0.9468325625459568
group245	0.0	0.9468325625459568
group246	7.0	0.40629928352729233
group247	1.0	0.8443412602201559
group248	3.0	0.6673870832875023
group249	3.0	0.6673870832875023
group250	3.0	0.6673870832875023
group251	2.0	0.7512491363337744
group252	7.0	0.40629928352729233
group253	7.0	0.40629928352729233
group254	0.0	0.9468325625459568
group255	14.0	0.16232380099836197
group256	0.0	0.9468325625459568
group257	0.0	0.9468325625459568
group258	1.0	0.8443412602201559
group259	1.0	0.8443412602201559
group260	1.0	0.8443412602201559
group261	6.0	0.46146120387649664
group262	17.0	0.10938396196263124
group263	8.0	0.3569342822366126
group264	5.0	0.5233137832430015
group265	5.0	0.5233137832430015
group266	0.0	0.9468325625459568
group267	2.0	0.7512491363337744
group268	11.0	0.24017069866795293
group269	1.0	0.8443412602201559
group270	0.0	0.9468325625459568
group271	10.0	0.27386886149409484
group272	1.0	0.8443412602201559
group273	3.0	0.6673870832875023
group274	3.0	0.6673870832875023
group275	0.0	0.9468325625459568
group276	1.0	0.8443412602201559
group277	1.0	0.8443412602201559
group278	3.0	0.6673870832875023
group279	12.0	0.2107325879388357
group280	3.0	0.6673870832875023
group281	0.0	0.9468325625459568
group282	7.0	0.40629928352729233
group283	9.0	0.3126147340928595
group284	0.0	0.9468325625459568
group285	8.0	0.3569342822366126
group286	0.0	0.9468325625459568
group287	3.0	0.6673870832875023
group288	0.0	0.9468325625459568
group289	2.0	0.7512491363337744
group290	5.0	0.5233137832430015
group291	6.0	0.46146120387649664
group292	9.0	0.3126147340928595
group293	3.0	0.6673870832875023
group294	0.0	0.9468325625459568
group295	0.0	0.9468325625459568
group296	1.0	0.8443412602201559
group297	11.0	0.24017069866795293
group298	0.0	0.9468325625459568
group299	1.0	0.8443412602201559
group300	6.0	0.46146120387649664
group301	3.0	0.6673870832875023
group302	1.0	0.8443412602201559
group303	3.0	0.6673870832875023
group304	0.0	0.9468325625459568
group305	10.0	0.27386886149409484
group306	0.0	0.9468325625459568
group307	0.0	0.9468325625459568
group308	21.0	0.06539332320508841
group309	1.0	0.8443412602201559
group310	0.0	0.9468325625459568
group311	0.0	0.9468325625459568
group312	2.0	0.7512491363337744
group313	0.0	0.9468325625459568
group314	0.0	0.9468325625459568
group315	4.0	0.5915711647410568
group316	0.0	0.9468325625459568
group317	1.0	0.8443412602201559
group318	1.0	0.8443412602201559
group319	0.0	0.9468325625459568
group320	9.0	0.3126147340928595
group321	0.0	0.9468325625459568
group322	2.0	0.7512491363337744
group323	8.0	0.3569342822366126
group324	6.0	0.46146120387649664
group325	1.0	0.8443412602201559
group326	2.0	0.7512491363337744
group327	0.0	0.9468325625459568
group328	1.0	0.8443412602201559
group329	0.0	0.9468325625459568
group330	0.0	0.9468325625459568
group331	0.0	0.9468325625459568
group332	0.0	0.9468325625459568
group333	0.0	0.9468325625459568
group334	3.0	0.6673870832875023
group335	0.0	0.9468325625459568
group336	0.0	0.9468325625459568
group337	0.0	0.9468325625459568
group338	2.0	0.7512491363337744
group339	0.0	0.9468325625459568
group340	1.0	0.8443412602201559
group341	11.0	0.24017069866795293
group342	8.0	0.3569342822366126
group343	0.0	0.9468325625459568
group344	1.0	0.8443412602201559
group345	11.0	0.24017069866795293
group346	1.0	0.8443412602201559
group347	0.0	0.9468325625459568
group348	0.0	0.9468325625459568
group349	0.0	0.9468325625459568
group350	10.0	0.27386886149409484
group351	7.0	0.40629928352729233
group352	0.0	0.9468325625459568
group353	7.0	0.40629928352729233
group354	1.0	0.8443412602201559
group355	3.0	0.6673870832875023
group356	0.0	0.9468325625459568
group357	0.0	0.9468325625459568
group358	0.0	0.9468325625459568
group359	0.0	0.9468325625459568
group360	13.0	0.184932585819308
group361	0.0	0.9468325625459568
group362	0.0	0.9468325625459568
group363	0.0	0.9468325625459568
group364	2.0	0.7512491363337744
group365	0.0	0.9468325625459568
group366	0.0	0.9468325625459568
group367	6.0	0.46146120387649664
group368	6.0	0.46146120387649664
group369	2.0	0.7512491363337744
group370	16.0	0.12473499676968136
group371	3.0	0.6673870832875023
group372	0.0	0.9468325625459568
group373	0.0	0.9468325625459568
group374	0.0	0.9468325625459568
group375	3.0	0.6673870832875023
group376	0.0	0.9468325625459568
group377	2.0	0.7512491363337744
group378	0.0	0.9468325625459568
group379	2.0	0.7512491363337744
group380	10.0	0.27386886149409484
group381	0.0	0.9468325625459568
group382	0.0	0.9468325625459568
group383	0.0	0.9468325625459568
group384	0.0	0.9468325625459568
group385	0.0	0.9468325625459568
group386	0.0	0.9468325625459568
group387	0.0	0.9468325625459568
group388	19.0	0.08413444104996294
group389	27.0	0.0297246551158928
group390	0.0	0.9468325625459568
group391	0.0	0.9468325625459568
group392	0.0	0.9468325625459568
group393	0.0	0.9468325625459568
group394	0.0	0.9468325625459568
group395	0.0	0.9468325625459568
group396	3.0	0.6673870832875023
group397	19.0	0.08413444104996294
group398	3.0	0.6673870832875023
group399	0.0	0.9468325625459568
group400	0.0	0.9468325625459568
group401	5.0	0.5233137832430015
group402	1.0	0.8443412602201559
group403	8.0	0.3569342822366126
group404	0.0	0.9468325625459568
group405	1.0	0.8443412602201559
group406	2.0	0.7512491363337744
group407	3.0	0.6673870832875023
group408	0.0	0.9468325625459568
group409	0.0	0.9468325625459568
group410	0.0	0.9468325625459568
group411	3.0	0.6673870832875023
group412	0.0	0.9468325625459568
group413	3.0	0.6673870832875023
group414	2.0	0.7512491363337744
group415	2.0	0.7512491363337744
group416	0.0	0.9468325625459568
group417	2.0	0.7512491363337744
group418	15.0	0.14237348814712353
group419	0.0	0.9468325625459568
group420	0.0	0.9468325625459568
group421	2.0	0.7512491363337744
group422	15.0	0.14237348814712353
group423	0.0	0.9468325625459568
group424	4.0	0.5915711647410568
group425	25.0	0.03903776957373664
group426	4.0	0.5915711647410568
group427	0.0	0.9468325625459568
group428	28.0	0.025701071894439056
group429	0.0	0.9468325625459568
group430	0.0	0.9468325625459568
group431	1.0	0.8443412602201559
group432	0.0	0.9468325625459568
group433	6.0	0.46146120387649664
group434	8.0	0.3569342822366126
group435	10.0	0.27386886149409484
group436	3.0	0.6673870832875023
group437	2.0	0.7512491363337744
group438	1.0	0.8443412602201559
group439	3.0	0.6673870832875023
group440	0.0	0.9468325625459568
group441	2.0	0.7512491363337744
group442	0.0	0.9468325625459568
group443	1.0	0.8443412602201559
group444	4.0	0.5915711647410568
group445	24.0	0.044587399773079885
group446	23.0	0.050750711135627194
group447	1.0	0.8443412602201559
group448	1.0	0.8443412602201559
group449	16.0	0.12473499676968136
group450	0.0	0.9468325625459568
group451	0.0	0.9468325625459568
group452	1.0	0.8443412602201559
group453	0.0	0.9468325625459568
group454	0.0	0.9468325625459568
group455	0.0	0.9468325625459568
group456	10.0	0.27386886149409484
group457	0.0	0.9468325625459568
group458	0.0	0.9468325625459568
group459	0.0	0.9468325625459568
group460	15.0	0.14237348814712353
group461	0.0	0.9468325625459568
group462	0.0	0.9468325625459568
group463	1.0	0.8443412602201559
group464	0.0	0.9468325625459568
group465	0.0	0.9468325625459568
group466	0.0	0.9468325625459568
group467	13.0	0.184932585819308
group468	8.0	0.3569342822366126
group469	6.0	0.46146120387649664
group470	0.0	0.9468325625459568
group471	0.0	0.9468325625459568
group472	2.0	0.7512491363337744
group473	0.0	0.9468325625459568
group474	3.0	0.6673870832875023
group475	1.0	0.8443412602201559
group476	0.0	0.9468325625459568
group477	1.0	0.8443412602201559
group478	3.0	0.6673870832875023
group479	3.0	0.6673870832875023
group480	0.0	0.9468325625459568
group481	3.0	0.6673870832875023
group482	0.0	0.9468325625459568
group483	0.0	0.9468325625459568
group484	0.0	0.9468325625459568
group485	0.0	0.9468325625459568
group486	0.0	0.9468325625459568
group487	8.0	0.3569342822366126
group488	0.0	0.9468325625459568
group489	1.0	0.8443412602201559
group490	1.0	0.8443412602201559
group491	0.0	0.9468325625459568
group492	0.0	0.9468325625459568
group493	0.0	0.9468325625459568
group494	1.0	0.8443412602201559
group495	0.0	0.9468325625459568
group496	0.0	0.9468325625459568
group497	0.0	0.9468325625459568
group498	30.0	0.018886272761556244
group499	22.0	0.05758536444158919
group500	0.0	0.9468325625459568
group501	1.0	0.8443412602201559
group502	0.0	0.9468325625459568
group503	2.0	0.7512491363337744
group504	29.0	0.022136825341344337
group505	0.0	0.9468325625459568
group506	1.0	0.8443412602201559
group507	17.0	0.10938396196263124
group508	3.0	0.6673870832875023
group509	0.0	0.9468325625459568
group510	0.0	0.9468325625459568
group511	4.0	0.5915711647410568
group512	8.0	0.3569342822366126
group513	6.0	0.46146120387649664
group514	0.0	0.9468325625459568
group515	24.0	0.044587399773079885
group516	1.0	0.8443412602201559
group517	1.0	0.8443412602201559
group518	0.0	0.9468325625459568
group519	27.0	0.0297246551158928
group520	7.0	0.40629928352729233
group521	4.0	0.5915711647410568
group522	0.0	0.9468325625459568
group523	0.0	0.9468325625459568
group524	3.0	0.6673870832875023
group525	0.0	0.9468325625459568
group526	0.0	0.9468325625459568
group527	0.0	0.9468325625459568
group528	5.0	0.5233137832430015
group529	1.0	0.8443412602201559
group530	14.0	0.16232380099836197
group531	1.0	0.8443412602201559
group532	29.0	0.022136825341344337
group533	0.0	0.9468325625459568
group534	1.0	0.8443412602201559
group535	0.0	0.9468325625459568
group536	16.0	0.12473499676968136
group537	1.0	0.8443412602201559
group538	0.0	0.9468325625459568
group539	0.0	0.9468325625459568
group540	0.0	0.9468325625459568
group541	1.0	0.8443412602201559
group542	18.0	0.0958544120619827
group543	7.0	0.40629928352729233
group544	4.0	0.5915711647410568
group545	1.0	0.8443412602201559
group546	3.0	0.6673870832875023
group547	9.0	0.3126147340928595
group548	0.0	0.9468325625459568
group549	8.0	0.3569342822366126
group550	0.0	0.9468325625459568
group551	9.0	0.3126147340928595
group552	0.0	0.9468325625459568
group553	3.0	0.6673870832875023
group554	1.0	0.8443412602201559
group555	1.0	0.8443412602201559
group556	0.0	0.9468325625459568
group557	3.0	0.6673870832875023
group558	0.0	0.9468325625459568
group559	0.0	0.9468325625459568
group560	0.0	0.9468325625459568
group561	2.0	0.7512491363337744
group562	0.0	0.9468325625459568
group563	0.0	0.9468325625459568
group564	0.0	0.9468325625459568
group565	0.0	0.9468325625459568
group566	0.0	0.9468325625459568
group567	9.0	0.3126147340928595
group568	9.0	0.3126147340928595
group569	3.0	0.6673870832875023
group570	0.0	0.9468325625459568
group571	0.0	0.9468325625459568
group572	1.0	0.8443412602201559
group573	3.0	0.6673870832875023
group574	0.0	0.9468325625459568
group575	0.0	0.9468325625459568
group576	8.0	0.3569342822366126
group577	1.0	0.8443412602201559
group578	1.0	0.8443412602201559
group579	17.0	0.10938396196263124
group580	3.0	0.6673870832875023
group581	2.0	0.7512491363337744
group582	0.0	0.9468325625459568
group583	1.0	0.8443412602201559
group584	0.0	0.9468325625459568
group585	0.0	0.9468325625459568
group586	9.0	0.3126147340928595
group587	2.0	0.7512491363337744
group588	9.0	0.3126147340928595
group589	0.0	0.9468325625459568
group590	1.0	0.8443412602201559
group591	10.0	0.27386886149409484
group592	4.0	0.5915711647410568
group593	0.0	0.9468325625459568
group594	14.0	0.16232380099836197
group595	2.0	0.7512491363337744
group596	0.0	0.9468325625459568
group597	0.0	0.9468325625459568
group598	2.0	0.7512491363337744
group599	0.0	0.9468325625459568
group600	11.0	0.24017069866795293
group601	5.0	0.5233137832430015
group602	0.0	0.9468325625459568
group603	2.0	0.7512491363337744
group604	0.0	0.9468325625459568
group605	3.0	0.6673870832875023
group606	0.0	0.9468325625459568
group607	2.0	0.7512491363337744
group608	9.0	0.3126147340928595
group609	0.0	0.9468325625459568
group610	0.0	0.9468325625459568
group611	16.0	0.12473499676968136
group612	17.0	0.10938396196263124
group613	27.0	0.0297246551158928
group614	0.0	0.9468325625459568
group615	0.0	0.9468325625459568
group616	0.0	0.9468325625459568
group617	2.0	0.7512491363337744
group618	0.0	0.9468325625459568
group619	0.0	0.9468325625459568
group620	0.0	0.9468325625459568
group621	15.0	0.14237348814712353
group622	13.0	0.184932585819308
group623	1.0	0.8443412602201559
group624	0.0	0.9468325625459568
group625	0.0	0.9468325625459568
group626	0.0	0.9468325625459568
group627	1.0	0.8443412602201559
group628	6.0	0.46146120387649664
group629	0.0	0.9468325625459568
group630	20.0	0.07417182358444604
group631	6.0	0.46146120387649664
group632	5.0	0.5233137832430015
group633	0.0	0.9468325625459568
group634	0.0	0.9468325625459568
group635	5.0	0.5233137832430015
group636	1.0	0.8443412602201559
group637	0.0	0.9468325625459568
group638	1.0	0.8443412602201559
group639	0.0	0.9468325625459568
group640	8.0	0.3569342822366126
group641	0.0	0.9468325625459568
group642	35.0	0.008277833935296042
group643	0.0	0.9468325625459568
group644	7.0	0.40629928352729233
group645	0.0	0.9468325625459568
group646	3.0	0.6673870832875023
group647	6.0	0.46146120387649664
group648	0.0	0.9468325625459568
group649	2.0	0.7512491363337744
group650	2.0	0.7512491363337744
group651	2.0	0.7512491363337744
group652	14.0	0.16232380099836197
group653	0.0	0.9468325625459568
group654	19.0	0.08413444104996294
group655	3.0	0.6673870832875023
group656	0.0	0.9468325625459568
group657	0.0	0.9468325625459568
group658	0.0	0.9468325625459568
group659	15.0	0.14237348814712353
group660	3.0	0.6673870832875023
group661	0.0	0.9468325625459568
group662	4.0	0.5915711647410568
group663	0.0	0.9468325625459568
group664	2.0	0.7512491363337744
group665	4.0	0.5915711647410568
group666	0.0	0.9468325625459568
group667	8.0	0.3569342822366126
group668	5.0	0.5233137832430015
group669	0.0	0.9468325625459568
group670	6.0	0.46146120387649664
group671	1.0	0.8443412602201559
group672	1.0	0.8443412602201559
group673	0.0	0.9468325625459568
group674	0.0	0.9468325625459568
group675	1.0	0.8443412602201559
group676	3.0	0.6673870832875023
group677	2.0	0.7512491363337744
group678	3.0	0.6673870832875023
group679	0.0	0.9468325625459568
group680	0.0	0.9468325625459568
group681	2.0	0.7512491363337744
group682	2.0	0.7512491363337744
group683	7.0	0.40629928352729233
group684	0.0	0.9468325625459568
group685	2.0	0.7512491363337744
group686	12.0	0.2107325879388357
group687	4.0	0.5915711647410568
group688	1.0	0.8443412602201559
group689	0.0	0.9468325625459568
group690	0.0	0.9468325625459568
group691	5.0	0.5233137832430015
group692	1.0	0.8443412602201559
group693	0.0	0.9468325625459568
group694	9.0	0.3126147340928595
group695	2.0	0.7512491363337744
group696	9.0	0.3126147340928595
group697	0.0	0.9468325625459568
group698	0.0	0.9468325625459568
group699	0.0	0.9468325625459568
group700	8.0	0.3569342822366126
group701	1.0	0.8443412602201559
group702	3.0	0.6673870832875023
group703	1.0	0.8443412602201559
group704	0.0	0.9468325625459568
group705	4.0	0.5915711647410568
group706	1.0	0.8443412602201559
group707	0.0	0.9468325625459568
group708	4.0	0.5915711647410568
group709	1.0	0.8443412602201559
group710	0.0	0.9468325625459568
group711	0.0	0.9468325625459568
group712	2.0	0.7512491363337744
group713	0.0	0.9468325625459568
group714	2.0	0.7512491363337744
group715	0.0	0.9468325625459568
group716	6.0	0.46146120387649664
group717	11.0	0.24017069866795293
group718	0.0	0.9468325625459568
group719	0.0	0.9468325625459568
group720	0.0	0.9468325625459568
group721	20.0	0.07417182358444604
group722	1.0	0.8443412602201559
group723	5.0	0.5233137832430015
group724	3.0	0.6673870832875023
group725	4.0	0.5915711647410568
group726	0.0	0.9468325625459568
group727	2.0	0.7512491363337744
group728	12.0	0.2107325879388357
group729	9.0	0.3126147340928595
group730	0.0	0.9468325625459568
group731	1.0	0.8443412602201559
group732	0.0	0.9468325625459568
group733	3.0	0.6673870832875023
group734	12.0	0.2107325879388357
group735	1.0	0.8443412602201559
group736	2.0	0.7512491363337744
group737	0.0	0.9468325625459568
group738	0.0	0.9468325625459568
group739	6.0	0.46146120387649664
group740	0.0	0.9468325625459568
group741	2.0	0.7512491363337744
group742	0.0	0.9468325625459568
group743	3.0	0.6673870832875023
group744	8.0	0.3569342822366126
group745	2.0	0.7512491363337744
group746	0.0	0.9468325625459568
group747	0.0	0.9468325625459568
group748	0.0	0.9468325625459568
group749	1.0	0.8443412602201559
group750	0.0	0.9468325625459568
group751	8.0	0.3569342822366126
group752	9.0	0.3126147340928595
group753	1.0	0.8443412602201559
group754	3.0	0.6673870832875023
group755	0.0	0.9468325625459568
group756	0.0	0.9468325625459568
group757	0.0	0.9468325625459568
group758	0.0	0.9468325625459568
group759	0.0	0.9468325625459568
group760	8.0	0.3569342822366126
group761	11.0	0.24017069866795293
group762	0.0	0.9468325625459568
group763	2.0	0.7512491363337744
group764	0.0	0.9468325625459568
group765	7.0	0.40629928352729233
group766	0.0	0.9468325625459568
group767	7.0	0.40629928352729233
group768	5.0	0.5233137832430015
group769	1.0	0.8443412602201559
group770	2.0	0.7512491363337744
group771	2.0	0.7512491363337744
group772	6.0	0.46146120387649664
group773	0.0	0.9468325625459568
group774	2.0	0.7512491363337744
group775	0.0	0.9468325625459568
group776	2.0	0.7512491363337744
group777	0.0	0.9468325625459568
group778	0.0	0.9468325625459568
group779	6.0	0.46146120387649664
group780	0.0	0.9468325625459568
group781	0.0	0.9468325625459568
group782	16.0	0.12473499676968136
group783	7.0	0.40629928352729233
group784	4.0	0.5915711647410568
group785	0.0	0.9468325625459568
group786	2.0	0.7512491363337744
group787	11.0	0.24017069866795293
group788	1.0	0.8443412602201559
group789	0.0	0.9468325625459568
group790	4.0	0.5915711647410568
group791	9.0	0.3126147340928595
group792	0.0	0.9468325625459568
group793	1.0	0.8443412602201559
group794	3.0	0.6673870832875023
group795	9.0	0.3126147340928595
group796	0.0	0.9468325625459568
group797	4.0	0.5915711647410568
group798	8.0	0.3569342822366126
group799	15.0	0.14237348814712353
group800	0.0	0.9468325625459568
group801	6.0	0.46146120387649664
group802	0.0	0.9468325625459568
group803	4.0	0.5915711647410568
group804	11.0	0.24017069866795293
group805	2.0	0.7512491363337744
group806	0.0	0.9468325625459568
group807	0.0	0.9468325625459568
group808	0.0	0.9468325625459568
group809	2.0	0.7512491363337744
group810	1.0	0.8443412602201559
group811	0.0	0.9468325625459568
group812	5.0	0.5233137832430015
group813	11.0	0.24017069866795293
group814	4.0	0.5915711647410568
group815	0.0	0.9468325625459568
group816	2.0	0.7512491363337744
group817	3.0	0.6673870832875023
group818	0.0	0.9468325625459568
group819	5.0	0.5233137832430015
group820	2.0	0.7512491363337744
group821	9.0	0.3126147340928595
group822	0.0	0.9468325625459568
group823	16.0	0.12473499676968136
group824	0.0	0.9468325625459568
group825	0.0	0.9468325625459568
group826	8.0	0.3569342822366126
group827	0.0	0.9468325625459568
group828	0.0	0.9468325625459568
group829	16.0	0.12473499676968136
group830	0.0	0.9468325625459568
group831	0.0	0.9468325625459568
group832	4.0	0.5915711647410568
group833	0.0	0.9468325625459568
group834	1.0	0.8443412602201559
group835	0.0	0.9468325625459568
group836	5.0	0.5233137832430015
group837	6.0	0.46146120387649664
group838	1.0	0.8443412602201559
group839	8.0	0.3569342822366126
group840	1.0	0.8443412602201559
group841	0.0	0.9468325625459568
group842	13.0	0.184932585819308
group843	0.0	0.9468325625459568
group844	0.0	0.9468325625459568
group845	0.0	0.9468325625459568
group846	6.0	0.46146120387649664
group847	0.0	0.9468325625459568
group848	1.0	0.8443412602201559
group849	0.0	0.9468325625459568
group850	3.0	0.6673870832875023
group851	0.0	0.9468325625459568
group852	5.0	0.5233137832430015
group853	1.0	0.8443412602201559
group854	1.0	0.8443412602201559
group855	1.0	0.8443412602201559
group856	2.0	0.7512491363337744
group857	2.0	0.7512491363337744
group858	16.0	0.12473499676968136
group859	3.0	0.6673870832875023
group860	4.0	0.5915711647410568
group861	3.0	0.6673870832875023
group862	3.0	0.6673870832875023
group863	1.0	0.8443412602201559
group864	0.0	0.9468325625459568
group865	4.0	0.5915711647410568
group866	0.0	0.9468325625459568
group867	1.0	0.8443412602201559
group868	1.0	0.8443412602201559
group869	0.0	0.9468325625459568
group870	0.0	0.9468325625459568
group871	10.0	0.27386886149409484
group872	1.0	0.8443412602201559
group873	1.0	0.8443412602201559
group874	4.0	0.5915711647410568
